,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,GC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2008-10-07,329480,137672,26059,90270,221577,088691,GOLD - COMMODITY EXCHANGE INC. ,878.4000244140625,0.3985279834891344,-131307,2.831567626664448,111613,-1.8339384072394966,0.0471737743188166,0.03770208451667675,0.004804406484081092,-0.04792809136039888,0.44625112632536645
2008-10-14,323496,131093,24268,90552,216295,088691,GOLD - COMMODITY EXCHANGE INC. ,836.2999877929688,0.388700323960729,-125743,1.688721621949739,106825,-1.453198980211242,0.018132815377044587,0.05387452449456427,-0.04792809136039888,-0.08394118525852434,0.44445619921044693
2008-10-21,319472,125951,26749,98664,207457,088691,GOLD - COMMODITY EXCHANGE INC. ,766.0999755859375,0.3405400160264436,-108793,5.239632020179538,99202,-2.3564433563320724,0.05537026208590721,0.049921414538310414,-0.08394118525852434,-0.03498236346042338,0.4414921975596014
2008-10-28,313709,117638,39323,108336,193412,088691,GOLD - COMMODITY EXCHANGE INC. ,739.2999877929688,0.27119400463486865,-85076,7.423811789452597,78315,-6.53797515901237,0.07859869825152113,0.13307127248169928,-0.03498236346042338,0.02258895236409475,0.4372049538181972
2008-11-04,303908,118166,49971,102401,178807,088691,GOLD - COMMODITY EXCHANGE INC. ,756.0,0.2514116114087158,-76406,2.7637077673895236,68195,-3.2259195623969985,0.07304201871923985,0.0664696051434247,0.02258895236409475,-0.031746031746031744,0.4332874471492171
2008-11-11,293831,116351,52392,98118,167614,088691,GOLD - COMMODITY EXCHANGE INC. ,732.0,0.23651690937988162,-69496,2.2737144135725287,63959,-1.3938428735011912,0.05823912814414523,0.025103263542783995,-0.031746031746031744,0.0008196387786032489,0.4290754606515203
2008-11-18,289700,111063,46234,95697,166813,088691,GOLD - COMMODITY EXCHANGE INC. ,732.5999755859375,0.24548153261995168,-71116,-0.5513373333650976,64829,0.29608856791829313,0.012273818140261324,0.07276680419842718,0.0008196387786032489,0.11711718767053148,0.4255076574688931
2008-11-25,276567,115014,33142,88357,181592,088691,GOLD - COMMODITY EXCHANGE INC. ,818.4000244140625,0.33711541868697276,-93235,-7.635139799792889,81872,5.882982395581636,0.08193769934320927,0.11503415318988093,0.11711718767053148,-0.045332399211077345,0.42411044613103477
2008-12-02,264796,111592,27223,83482,177770,088691,GOLD - COMMODITY EXCHANGE INC. ,781.2999877929688,0.35607788637290594,-94288,-0.3807395676273742,84369,0.9028553659691865,0.0332896973037527,0.06729099881136764,-0.045332399211077345,-0.011391224264634903,0.4230911696262539
2008-12-09,261001,111284,28129,83274,178146,088691,GOLD - COMMODITY EXCHANGE INC. ,772.4000244140625,0.36349286018061233,-94872,-0.2205471381742927,83155,-0.4584661399719029,0.002233953025782266,0.008707939718677598,-0.011391224264634903,0.08972033350923225,0.42249947581514874
2008-12-16,282915,132674,24425,78482,201593,088691,GOLD - COMMODITY EXCHANGE INC. ,841.7000122070312,0.43515190074757437,-123111,-10.819498775866759,108249,9.614522549722032,0.10082656431313042,0.1597336711245775,0.08972033350923225,0.03279075108192919,0.4227718841449465
2008-12-30,300448,146292,20331,78765,221538,088691,GOLD - COMMODITY EXCHANGE INC. ,869.2999877929688,0.47520036745127275,-142773,-6.949790573140342,125961,6.26053761730555,0.06735863444587634,0.10629985056084694,0.03279075108192919,-0.00448632627823653,0.42357475696369973
2009-01-06,320391,152569,18965,85948,235430,088691,GOLD - COMMODITY EXCHANGE INC. ,865.4000244140625,0.46656117056971014,-149482,-2.2329987219086167,133604,2.5438678240494195,0.06557698411216697,0.044556764256648826,-0.00448632627823653,-0.05234579102166814,0.4244038635246801
2009-01-13,318185,146167,18549,90615,232178,088691,GOLD - COMMODITY EXCHANGE INC. ,820.0999755859375,0.4449078366359194,-141563,2.4716674313573104,127618,-1.8683421194727692,0.024532750090615348,0.04139245732047889,-0.05234579102166814,0.0420680417352175,0.4244626278319407
2009-01-20,331507,146910,22973,99813,238744,088691,GOLD - COMMODITY EXCHANGE INC. ,854.5999755859375,0.41908918967020303,-138931,0.8271917280827191,123937,-1.1568741455442588,0.04656232185422248,0.030415050358187694,0.0420680417352175,0.05218820254530754,0.4243915681259794
2009-01-27,354191,165652,24538,102080,260456,088691,GOLD - COMMODITY EXCHANGE INC. ,899.2000122070312,0.4471485723804388,-158376,-5.8656378296687555,141114,5.181489380314744,0.06614239689299821,0.10677217519322782,0.05218820254530754,-0.00800713090445726,0.4246474491469411
2009-02-03,346288,181020,25714,95920,273509,088691,GOLD - COMMODITY EXCHANGE INC. ,892.0,0.5128361363951393,-177589,-5.424474365525945,155306,4.006877645112382,0.05200728692116753,0.0800255400659785,-0.00800713090445726,0.024327367945102374,0.42548616462198385
2009-02-10,350858,188898,25276,94052,282764,088691,GOLD - COMMODITY EXCHANGE INC. ,913.7000122070312,0.5378586208665614,-188712,-3.212066256988403,163622,2.4014692972323615,0.029518385631183388,0.03882824245706762,0.024327367945102374,0.05833423123659953,0.42644680316828676
2009-02-17,361619,195966,30045,90051,286411,088691,GOLD - COMMODITY EXCHANGE INC. ,967.0,0.5430024417964764,-196360,-2.1797992350181556,165921,0.6552508422210694,0.020315463446509873,0.05237355703925915,0.05833423123659953,0.0021716396959023943,0.4270423365225034
2009-02-24,372697,199830,37965,97256,288192,088691,GOLD - COMMODITY EXCHANGE INC. ,969.0999755859376,0.5123089265542787,-190936,1.499921187769448,161865,-1.1216224811196314,0.023313131732425645,0.04955528921970605,0.0021716396959023943,-0.05799190237095564,0.42697100583913744
2009-03-03,365271,189580,30287,99652,288053,088691,GOLD - COMMODITY EXCHANGE INC. ,912.9000244140624,0.5157841712043935,-188401,0.6801771948794866,159293,-0.6901048304654988,0.006538476418926761,0.08154020385050963,-0.05799190237095564,-0.01895064997859841,0.4270910578195544
2009-03-10,371321,178160,33372,107448,280299,088691,GOLD - COMMODITY EXCHANGE INC. ,895.5999755859375,0.465502893722682,-172851,4.257113211834501,144788,-3.971024253225687,0.04010346953038966,0.06857118544711911,-0.01895064997859841,0.023224709016451905,0.42656140077021243
2009-03-17,376237,175190,24795,118398,294082,088691,GOLD - COMMODITY EXCHANGE INC. ,916.4000244140624,0.4669503531019012,-175684,-0.7629517317900146,150395,1.5100142464336785,0.059961695112490304,0.057739330449783736,0.023224709016451905,0.0075294229540403546,0.42583644596951076
2009-03-24,387177,178635,26708,128889,310178,088691,GOLD - COMMODITY EXCHANGE INC. ,923.2999877929688,0.4682328754032393,-181289,-1.489752469852779,151927,0.40719014876261506,0.060553400733828776,0.026092927443350882,0.0075294229540403546,-0.0007581633448349168,0.42543786050603577
2009-03-31,368618,182986,28127,108489,290415,088691,GOLD - COMMODITY EXCHANGE INC. ,922.5999755859376,0.4935353129798328,-181926,-0.16452423568548752,154859,0.7572763878019614,0.10068337244048693,0.02733133440385007,-0.0007581633448349168,-0.04378925259915445,0.42616288337247554
2009-04-07,344929,165377,37565,100993,254216,088691,GOLD - COMMODITY EXCHANGE INC. ,882.2000122070312,0.44421605605791337,-153223,7.786651764156932,127812,-7.337406203712245,0.12301208584241953,0.13327453163958175,-0.04378925259915445,0.009861723063533168,0.42540927743301715
2009-04-14,336930,165866,35971,92383,245892,088691,GOLD - COMMODITY EXCHANGE INC. ,890.9000244140625,0.45561095776570804,-153509,-0.08291561451777033,129895,0.603892395246558,0.05005986253787599,0.01032020888142412,0.009861723063533168,-0.009877706349725068,0.42498227670488053
2009-04-21,339226,164328,35961,93836,243444,088691,GOLD - COMMODITY EXCHANGE INC. ,882.0999755859375,0.44102751557958414,-149608,1.1578072596681803,128367,-0.4535066631050961,0.011566057874762808,0.007728831837994099,-0.009877706349725068,0.012130158148937475,0.4241319666828542
2009-04-28,343037,166821,37721,92061,245480,088691,GOLD - COMMODITY EXCHANGE INC. ,892.7999877929688,0.44723747001052366,-153419,-1.1234398306733564,129100,0.21608013536698248,0.011290480267582309,0.02079279561165922,0.012130158148937475,0.012208808874435206,0.4236844094695693
2009-05-05,341461,171493,41502,81437,241882,088691,GOLD - COMMODITY EXCHANGE INC. ,903.7000122070312,0.4698779655656136,-160445,-2.0481755612368344,129991,0.2597387453831511,0.04398751697240187,0.039686377614497996,0.012208808874435206,0.021909912056560454,0.42441889378152686
2009-05-12,359517,184509,45632,84161,255341,088691,GOLD - COMMODITY EXCHANGE INC. ,923.5,0.47613881958294046,-171180,-3.1438436600373105,138877,2.6023469737393143,0.04766687677834004,0.07450215302792636,0.021909912056560454,0.0030319304742487674,0.42547380051799666
2009-05-19,367931,185932,36348,85018,268083,088691,GOLD - COMMODITY EXCHANGE INC. ,926.2999877929688,0.4975525302298529,-183065,-3.3058242030279517,149584,2.9781623678435234,0.03851306000266213,0.04816897606622278,0.0030319304742487674,0.02893229854922419,0.42727358506791335
2009-05-26,396965,209733,32425,82709,290845,088691,GOLD - COMMODITY EXCHANGE INC. ,953.0999755859376,0.5243182648344312,-208136,-6.814049373387945,177308,7.535108485014853,0.06711479464816332,0.11448723560650484,0.02893229854922419,0.031581195459153166,0.4282234520947884
2009-06-02,391057,215968,28628,80715,307236,088691,GOLD - COMMODITY EXCHANGE INC. ,983.2000122070312,0.579253152353749,-226521,-4.631390676759916,187340,2.5271749398561587,0.04739000543883119,0.04101457096600108,0.031581195459153166,-0.02969895427633762,0.42962240599761004
2009-06-09,387181,215785,26111,78765,303812,088691,GOLD - COMMODITY EXCHANGE INC. ,954.0,0.5812449474535166,-225047,0.3769271487276791,189674,0.5968439383516981,0.014046845471630548,0.011161821609286636,-0.02969895427633762,-0.023480109448702713,0.43104240284437445
2009-06-16,371997,202687,27144,80885,288253,088691,GOLD - COMMODITY EXCHANGE INC. ,931.5999755859376,0.5574453557421162,-207368,4.566081496767661,175543,-3.6497142163484266,0.04789265803033012,0.061484308035034435,-0.023480109448702713,-0.008265297739013189,0.43288041825556267
2009-06-23,370347,195654,29360,84584,279014,088691,GOLD - COMMODITY EXCHANGE INC. ,923.9000244140624,0.5249941271294218,-194430,3.4779850375137435,166294,-2.486310373470754,0.03558325403330051,0.04110410907765739,-0.008265297739013189,0.003463525367806586,0.4339420051110404
2009-06-30,379199,194005,29819,88241,286059,088691,GOLD - COMMODITY EXCHANGE INC. ,927.0999755859376,0.5216733166490418,-197818,-0.9148177249984475,164186,-0.5691959162623161,0.028592038471814053,0.009418114232611338,0.003463525367806586,0.0018336881154124018,0.43502296591549344
2009-07-07,372985,190386,26242,93002,284309,088691,GOLD - COMMODITY EXCHANGE INC. ,928.7999877929688,0.512908025791922,-191307,1.7170403930390112,164144,-0.01107597857589287,0.017256321708086962,0.03321823586978599,0.0018336881154124018,-0.0067829326827822944,0.43482745177990123
2009-07-14,370509,185704,26900,94110,276397,088691,GOLD - COMMODITY EXCHANGE INC. ,922.5,0.49199074786307484,-182287,2.4183278147914793,158804,-1.4316929635240023,0.02434501912244573,0.025117119151097815,-0.0067829326827822944,0.026124634781504286,0.4343671339561831
2009-07-21,390939,201269,27967,90227,294453,088691,GOLD - COMMODITY EXCHANGE INC. ,946.5999755859376,0.5223986350811763,-204226,-5.921313652299944,173302,3.912995365834568,0.05703181865446605,0.07255404910223526,0.026124634781504286,-0.008028708833668907,0.4346143993770602
2009-07-28,386340,199452,26681,91473,293994,088691,GOLD - COMMODITY EXCHANGE INC. ,939.0,0.5242040689548066,-202521,0.43612942172564,172771,-0.1358268169714457,0.004423206136971517,0.013722013151552404,-0.008028708833668907,0.030351437699680517,0.43510986445090283
2009-08-04,392834,217009,23495,82256,310449,088691,GOLD - COMMODITY EXCHANGE INC. ,967.5,0.5808891287414022,-228193,-6.644924160066262,193514,5.369104933478283,0.06537222597114882,0.08624804577054851,0.030351437699680517,-0.02242895318556204,0.4368092415722552
2009-08-11,385002,211989,21903,79855,302760,088691,GOLD - COMMODITY EXCHANGE INC. ,945.7999877929688,0.5789710183323723,-222905,1.3461156620862755,190086,-0.8726332242117536,0.02637115638435503,0.028269457698424913,-0.02242895318556204,-0.008564152770649591,0.4385773692910382
2009-08-18,373810,203467,25937,81498,286043,088691,GOLD - COMMODITY EXCHANGE INC. ,937.7000122070312,0.5471897488028677,-204545,4.768806395810931,177530,-3.261281759575275,0.04995361061759096,0.05473313455737476,-0.008564152770649591,0.007251773173132303,0.4409046426903596
2009-08-25,379629,205472,22490,82177,293519,088691,GOLD - COMMODITY EXCHANGE INC. ,944.5,0.5567066794159561,-211342,-1.8183034161739922,182982,1.4584949573312644,0.02170637962608066,0.023916266746212087,0.007251773173132303,0.0107993776675821,0.44489961198492123
2009-09-01,384703,206799,22298,82154,298862,088691,GOLD - COMMODITY EXCHANGE INC. ,954.7000122070312,0.5633124774176442,-216708,-1.4134852711463035,184501,0.4001274928943785,0.014083398072521888,0.006630379271662222,0.0107993776675821,0.045249828904017075,0.4495749667443155
2009-09-08,451713,251708,27032,84842,355639,088691,GOLD - COMMODITY EXCHANGE INC. ,997.9000244140624,0.5994890561042078,-270797,-14.059937146318068,224676,10.443121057023209,0.1350001475659563,0.17809786898184687,0.045249828904017075,0.007114916737382071,0.4556697503615699
2009-09-15,467892,263329,27682,81382,366043,088691,GOLD - COMMODITY EXCHANGE INC. ,1005.0,0.608390397784104,-284661,-3.0692054468213223,235647,2.4287545410470806,0.030986198804268873,0.042166790946046716,0.007114916737382071,0.009154241002021113,0.4627658432248036
2009-09-22,467145,265925,29176,80338,367948,088691,GOLD - COMMODITY EXCHANGE INC. ,1014.2000122070312,0.6156760748803904,-287610,-0.6302736528942576,236749,0.23552443726330008,0.006578389688725501,0.01385966160738188,0.009154241002021113,-0.02080461089245822,0.46957498593181296
2009-09-29,454585,252994,21608,84923,360157,088691,GOLD - COMMODITY EXCHANGE INC. ,993.0999755859376,0.6054621247951428,-275234,2.6492844834045104,231386,-1.1480375472283766,0.027806237080974208,0.0746498568837809,-0.02080461089245822,0.04581613243234095,0.47384084639477886
2009-10-06,484307,269879,30211,81578,363442,088691,GOLD - COMMODITY EXCHANGE INC. ,1038.5999755859375,0.5819944787087529,-281864,-1.458473112839183,239668,1.821881496309821,0.014898206822165297,0.08493451964410677,0.04581613243234095,0.024648542449170474,0.47698658572823216
2009-10-13,504187,288214,34259,86071,381997,088691,GOLD - COMMODITY EXCHANGE INC. ,1064.199951171875,0.5869369896486819,-295926,-2.9035301988201696,253955,2.9499883338460933,0.04924070861498757,0.06941046227125992,0.024648542449170474,-0.006013815671296108,0.480609835846685
2009-10-20,509678,286864,36757,86225,383718,088691,GOLD - COMMODITY EXCHANGE INC. ,1057.800048828125,0.5836881325071908,-297493,-0.31079738271712676,250107,-0.7632088887654779,0.003989845577016787,0.011890452102922864,-0.006013815671296108,-0.02183786782940811,0.4843596013956554
2009-10-27,497479,272946,31169,89306,372785,088691,GOLD - COMMODITY EXCHANGE INC. ,1034.699951171875,0.5698310883474478,-283479,2.749579146049074,241777,-1.6343652266725268,0.03032735976247103,0.06414021011788304,-0.02183786782940811,0.04793669662405442,0.48876904509413627
2009-11-03,493991,279524,38205,91788,375640,088691,GOLD - COMMODITY EXCHANGE INC. ,1084.300048828125,0.5746096588804249,-283852,-0.07497803927401961,241319,-0.09206418763405089,0.0114178012442558,0.04284783573422634,0.04793669662405442,0.050262840123360464,0.4946039615219354
2009-11-17,533119,284390,48693,99935,381481,088691,GOLD - COMMODITY EXCHANGE INC. ,1138.800048828125,0.528110984601937,-281546,0.4668101240710863,235697,-1.1380774143658487,0.02905595160941888,0.04609661856053896,0.050262840123360464,0.023445688467743198,0.4999251033141127
2009-11-24,521253,294780,32449,100243,406347,088691,GOLD - COMMODITY EXCHANGE INC. ,1165.5,0.5872465002599505,-306104,-4.606476227633981,262331,4.995882720368248,0.0496930456582246,0.08139254161458795,0.023445688467743198,0.028828807881542184,0.5066699031387295
2009-12-01,521433,297316,38252,96699,404930,088691,GOLD - COMMODITY EXCHANGE INC. ,1199.0999755859375,0.5911229247094065,-308231,-0.4080552054376666,259064,-0.626758982682114,0.0098897790996932,0.024850402898965337,0.028828807881542184,-0.04695182045208668,0.5133168529866036
2009-12-08,505652,290956,36527,87110,386296,088691,GOLD - COMMODITY EXCHANGE INC. ,1142.800048828125,0.5916836084896332,-299186,1.7346428016638764,254429,-0.8888965600566132,0.05961690388376996,0.024688304431069705,-0.04695182045208668,-0.017850913145288638,0.5182123950981932
2009-12-15,504368,288482,32374,87400,391191,088691,GOLD - COMMODITY EXCHANGE INC. ,1122.4000244140625,0.6023201313326777,-303791,-0.9107053863131166,256108,0.33204654584575954,0.010833885300810087,0.02065412521504974,-0.017850913145288638,-0.032430527104687745,0.5229478228858812
2009-12-22,499233,273487,35411,92637,378302,088691,GOLD - COMMODITY EXCHANGE INC. ,1086.0,0.5722077667141395,-285665,3.593804523681122,238076,-3.5751673381340607,0.03848906121599613,0.05837525655718069,-0.032430527104687745,0.01012891344383049,0.526961571088449
2009-12-29,491712,263631,33141,94841,373783,088691,GOLD - COMMODITY EXCHANGE INC. ,1097.0,0.5672873551997918,-278942,1.3466657853146726,230490,-1.5195309604933969,0.014346256273686367,0.04085964983219441,0.01012891344383049,0.019234253040963933,0.5295026375202224
