,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2004-12-07,119725,20237,2893,88282,111930,073732,"COCOA - COFFEE, SUGAR AND COCOA EXCHANGE ",1737.0,0.19751931509709753,-23648,-1.475979663127313,17344,1.1837235845467438,0.027695642618824047,0.06809338521400778,0.04575556893437693,-0.07138744962579158,-0.009743402234238429
2004-12-14,119104,19632,2366,89736,111911,073732,"COCOA - COFFEE, SUGAR AND COCOA EXCHANGE ",1613.0,0.1861818242880172,-22175,1.230319482146586,17266,-0.06514930048026728,0.007304844604680456,0.05145922356577871,-0.07138744962579158,-0.025418474891506504,-0.005959010938965216
2004-12-21,119717,19328,2179,91524,113944,073732,"COCOA - COFFEE, SUGAR AND COCOA EXCHANGE ",1572.0,0.18727499018518673,-22420,-0.20570257925846322,17149,-0.09823347662547016,0.018596569782155858,0.022829776351885434,-0.025418474891506504,-0.006997455470737934,-0.003403295469004331
2004-12-28,116541,16830,2875,91132,110206,073732,"COCOA - COFFEE, SUGAR AND COCOA EXCHANGE ",1561.0,0.1636677220892218,-19074,2.7949246974113953,13955,-2.667958602370591,0.02051276957156622,0.1620908398883532,-0.006997455470737934,-0.02434336963484951,-0.0011168201260956555
2005-01-04,118137,15935,6227,94637,108198,073732,COCOA - NEW YORK BOARD OF TRADE ,1523.0,0.11479045514952978,-13561,4.730524021588969,9708,-3.644211050188346,0.0271797273646067,0.19163432903167585,-0.02434336963484951,-0.03611293499671697,0.000763190888023227
2005-01-11,117819,15897,11796,93306,102226,073732,COCOA - NEW YORK BOARD OF TRADE ,1468.0,0.07570935078382943,-8920,3.9284898042103658,4101,-4.746184514588994,0.03734938526686169,0.20246993825154372,-0.03611293499671697,0.019073569482288777,0.0028231713460324537
2005-01-18,116940,18705,12592,88970,100500,073732,COCOA - NEW YORK BOARD OF TRADE ,1496.0,0.09859757140413887,-11530,-2.2152623940111527,6113,1.707704190325839,0.03199451100438064,0.11515480717001629,0.019073569482288777,0.020721925133689867,0.005095172143932611
2005-01-25,115801,19546,13359,86756,98446,073732,COCOA - NEW YORK BOARD OF TRADE ,1527.0,0.10094904189082995,-11690,-0.13682230203523174,6187,0.06328031469129468,0.023045107504238615,0.048867953198602036,0.020721925133689867,0.02226588081204972,0.007115242581027618
2005-02-01,115044,23073,11004,82516,100344,073732,COCOA - NEW YORK BOARD OF TRADE ,1561.0,0.1549667953130976,-17828,-5.300472362069413,12069,5.079403459382907,0.0335666630208903,0.17260909117586642,0.02226588081204972,0.021140294682895577,0.009967000818357432
2005-02-08,115099,22922,8537,79967,102255,073732,COCOA - NEW YORK BOARD OF TRADE ,1594.0,0.1936419951519996,-22288,-3.8767775807517126,14385,2.013142797538333,0.02447563960443854,0.08321942846244318,0.021140294682895577,-0.01505646173149311,0.013716219419914884
2005-02-15,111043,23790,8204,77062,99731,073732,COCOA - NEW YORK BOARD OF TRADE ,1570.0,0.20414614158479147,-22669,-0.33101938331349534,15586,1.0434495521246927,0.03070822939822278,0.037538288429080455,-0.01505646173149311,0.014012738853503182,0.0186203647927936
2005-02-22,115724,25116,7375,79812,105141,073732,COCOA - NEW YORK BOARD OF TRADE ,1592.0,0.21887421796688672,-25329,-2.3954684221427733,17741,1.940689642751006,0.04411931679940309,0.06632605952417593,0.014012738853503182,0.08982412060301503,0.023802327858605928
2005-03-01,133028,41319,5676,77362,120817,073732,COCOA - NEW YORK BOARD OF TRADE ,1735.0,0.32666055266560423,-43455,-15.663129515053056,35643,15.469565517956518,0.0914627685072586,0.38093414192999253,0.08982412060301503,0.008069164265129602,0.032785885801876115
2005-03-08,143879,49843,6644,77611,126021,073732,COCOA - NEW YORK BOARD OF TRADE ,1749.0,0.3364632781712411,-48410,-3.724779745617464,43199,5.680007216525844,0.026778698829260626,0.16803866376334378,0.008069164265129602,0.020583190394511064,0.04050470414358783
2005-03-15,151273,50854,6107,78755,130661,073732,COCOA - NEW YORK BOARD OF TRADE ,1785.0,0.3431279871490616,-51906,-2.4298195011085704,44747,1.0759040582711863,0.027619666119112197,0.027176489176805183,0.020583190394511064,-0.030252100840336138,0.049071985123689314
2005-03-22,152772,50229,5916,77355,128560,073732,COCOA - NEW YORK BOARD OF TRADE ,1731.0,0.33517267562118713,-51205,0.4634006068498674,44313,-0.28689852121660836,0.017002161085884954,0.01453379641998397,-0.030252100840336138,-0.0866551126516465,0.058450709271506855
2005-03-29,138104,36300,4491,79930,118461,073732,COCOA - NEW YORK BOARD OF TRADE ,1581.0,0.2789998841452818,-38531,8.296022831408898,31809,-8.184745895844788,0.06388394634837266,0.37640656027064795,-0.0866551126516465,-0.0164452877925364,0.06642213047990822
2005-04-05,135666,32911,4038,81433,115681,073732,COCOA - NEW YORK BOARD OF TRADE ,1555.0,0.2524435009508646,-34248,3.1012859873718357,28873,-2.1259340786653533,0.021728542873667014,0.1039811632249858,-0.0164452877925364,0.0,0.07381921369061212
2005-04-12,128451,30473,4471,82248,114899,073732,COCOA - NEW YORK BOARD OF TRADE ,1555.0,0.25419031381616336,-32651,1.1771556616985832,26002,-2.1162266153642033,0.008100554408639238,0.08216002747252747,0.0,-0.025080385852090048,0.08021540780579886
2005-04-19,117307,26105,7170,78154,103393,073732,COCOA - NEW YORK BOARD OF TRADE ,1516.0,0.21515340090531682,-25239,5.770293730683296,18935,-5.501708822819597,0.08592816185340435,0.212381667918858,-0.025080385852090048,-0.04815303430079154,0.08791094670808688
2005-04-26,118881,25317,14158,81703,97426,073732,COCOA - NEW YORK BOARD OF TRADE ,1443.0,0.13225830872889696,-15723,8.112047874380899,11159,-6.62876043202878,0.05312372647644993,0.1969854338188727,-0.04815303430079154,0.013167013167013186,0.09416855603323376
2005-05-03,121197,24977,14810,84160,98887,073732,COCOA - NEW YORK BOARD OF TRADE ,1462.0,0.12151290873536473,-14727,0.8378126025184849,10167,-0.8344478932714228,0.021404338776379837,0.024932766984190818,0.013167013167013186,0.004787961696306464,0.1003315671759549
2005-05-10,121716,22561,16764,85984,97127,073732,COCOA - NEW YORK BOARD OF TRADE ,1469.0,0.09154918005849683,-11143,2.957168906821126,5797,-3.6056998110514287,0.019572827410696245,0.11112523839796568,0.004787961696306464,-0.021102791014295463,0.10554251147296653
2005-05-17,126518,22380,21245,92504,96754,073732,COCOA - NEW YORK BOARD OF TRADE ,1438.0,0.0335920580470763,-4250,5.6631831476551975,1135,-3.8302277432712217,0.03642118166735356,0.10686532951289399,-0.021102791014295463,-0.0013908205841446364,0.11025680795432202
2005-05-24,128045,23186,22194,94277,98250,073732,COCOA - NEW YORK BOARD OF TRADE ,1436.0,0.031028154164551524,-3973,0.21894117833035615,992,-0.1130273953113391,0.016979436650443835,0.03867342441604231,-0.0013908205841446364,-0.00974930362116988,0.11423761633901283
2005-05-31,131464,24028,23842,96399,99883,073732,COCOA - NEW YORK BOARD OF TRADE ,1422.0,0.026501551755613705,-3484,0.3818969893396853,186,-0.6294662032879066,0.01913063857103555,0.05201587633173178,-0.00974930362116988,0.00914205344585084,0.1167084658353452
2005-06-07,136319,25015,25968,100304,103271,073732,COCOA - NEW YORK BOARD OF TRADE ,1435.0,0.021765124450736875,-2967,0.3932635550416844,-953,-0.8663968843181402,0.03582463465553236,0.06105956887589981,0.00914205344585084,0.034146341463414664,0.119539325957182
2005-06-14,135958,26837,23403,93959,103032,073732,COCOA - NEW YORK BOARD OF TRADE ,1484.0,0.066733844275438,-9073,-4.4791995246444,3434,3.2181867531305244,0.033422846729038384,0.08732085987261147,0.034146341463414664,0.03571428571428581,0.1233391593033529
2005-06-21,120533,23701,18092,86256,95941,073732,COCOA - NEW YORK BOARD OF TRADE ,1537.0,0.0803514390249973,-9685,-0.4501390135188808,5609,1.5997587490254346,0.08119782433300218,0.20211518675376258,0.03571428571428581,-0.024723487312947268,0.12728897562449515
2005-06-28,117783,22724,13031,84662,99450,073732,COCOA - NEW YORK BOARD OF TRADE ,1499.0,0.1255529235967839,-14788,-4.233695336546838,9693,3.388283706536799,0.027716824541583383,0.16887148650538386,-0.024723487312947268,-0.05403602401601071,0.13172973776808325
2005-07-05,118026,23218,14876,86722,95198,073732,COCOA - NEW YORK BOARD OF TRADE ,1418.0,0.07181468489993731,-8476,5.359007666641196,8342,-1.1470246130596096,0.03469656992084433,0.061400745524229534,-0.05403602401601071,-0.014104372355430161,0.13631351842316017
2005-07-12,126503,23657,23114,92285,96080,073732,COCOA - NEW YORK BOARD OF TRADE ,1398.0,0.029999288554421633,-3795,3.9660752715503365,543,-6.607866063409758,0.03421548589175272,0.18552094246434755,-0.014104372355430161,0.0193133047210301,0.1380559173852964
2005-07-19,127143,23761,24726,92410,94779,073732,COCOA - NEW YORK BOARD OF TRADE ,1425.0,0.0186325633341985,-2369,1.1272459941661463,-965,-1.192066591306135,0.007617969004588945,0.03539092952750222,0.0193133047210301,0.008421052631578885,0.13731368726791804
2005-07-26,130054,24218,26136,94504,96207,073732,COCOA - NEW YORK BOARD OF TRADE ,1437.0,0.013094560720931306,-1703,0.5238196361577122,-1918,-0.7495497196070566,0.0184677339010335,0.037077491361162965,0.008421052631578885,0.042449547668754306,0.13509695865645943
2005-08-02,126674,22734,23339,93309,96996,073732,COCOA - NEW YORK BOARD OF TRADE ,1498.0,0.0291062096404945,-3687,-1.5255201685453734,-605,1.009580635735925,0.010425369801108747,0.09291776094458794,0.042449547668754306,-0.06408544726301735,0.13299922390027705
2005-08-09,126009,22769,22148,91842,95480,073732,COCOA - NEW YORK BOARD OF TRADE ,1402.0,0.028870953662040014,-3638,0.038681971043781675,621,0.9678387040750273,0.015924450945430862,0.027294788164837366,-0.06408544726301735,-0.04350927246790304,0.13060776698495305
2005-08-16,132584,26194,37566,93901,84566,073732,COCOA - NEW YORK BOARD OF TRADE ,1341.0,-0.07040819405056417,9335,10.295296367719766,-11372,-9.517574141529574,0.07269130987801667,0.295530112923463,-0.04350927246790304,0.014168530947054503,0.12637188994953796
2005-08-23,129855,25841,39129,92263,81822,073732,COCOA - NEW YORK BOARD OF TRADE ,1360.0,-0.08040506719032767,10441,0.8341881373318047,-13288,-1.4451215832981357,0.02517161156906109,0.02949053409265815,0.014168530947054503,-0.00588235294117645,0.12174026015856906
2005-08-30,132061,25533,39194,95036,82625,073732,COCOA - NEW YORK BOARD OF TRADE ,1352.0,-0.09397929744587728,12411,1.5170767394401448,-13661,-0.2872434638635401,0.020128221725646035,0.0057626647303289195,-0.00588235294117645,0.09467455621301779,0.11697139122459338
2005-09-06,115177,20559,19798,85844,88423,073732,COCOA - NEW YORK BOARD OF TRADE ,1480.0,0.022391623327574082,-2579,-11.350815153603259,761,10.920710883606818,0.08601743301944717,0.6038605446390961,0.09467455621301779,-0.060810810810810856,0.11522745930646988
2005-09-13,113870,23801,16899,82232,91324,073732,COCOA - NEW YORK BOARD OF TRADE ,1390.0,0.07984543777992448,-9092,-5.654774824834819,6902,5.331793674084236,0.03752679250501279,0.1508845208845209,-0.060810810810810856,-0.010791366906474864,0.11526384729835575
2005-09-20,117911,24943,22404,84820,89345,073732,COCOA - NEW YORK BOARD OF TRADE ,1375.0,0.03837640254089949,-4525,4.010713972073417,2539,-3.831562307894968,0.02622226050010048,0.14038904260037594,-0.010791366906474864,-0.0174545454545455,0.1153092705434516
2005-09-27,125462,26111,30171,89484,88385,073732,COCOA - NEW YORK BOARD OF TRADE ,1351.0,-0.008759624428113693,1099,4.769699179889917,-4060,-5.596594041268414,0.031618775615762165,0.15875413098326285,-0.0174545454545455,0.023686158401184265,0.11477661361344929
2005-10-04,124673,25438,28446,89586,87280,073732,COCOA - NEW YORK BOARD OF TRADE ,1383.0,-0.018496386547207495,2306,0.9620442843251343,-3008,0.8385009006711195,0.006824375515927312,0.04450300645831787,0.023686158401184265,-0.0195227765726681,0.11380386425208634
2005-10-11,129142,27194,30103,92513,91318,073732,COCOA - NEW YORK BOARD OF TRADE ,1356.0,-0.009253380000309737,1195,-0.891131199217152,-2909,0.07940773062331058,0.03788806022923229,0.05956681850707716,-0.0195227765726681,0.022123893805309658,0.11307970734959544
2005-10-18,133853,29931,29927,93203,96615,073732,COCOA - NEW YORK BOARD OF TRADE ,1386.0,0.02549065019088104,-3412,-3.567390934010624,4,2.2556565640922397,0.03154073902369638,0.04866517424571486,0.022123893805309658,0.012265512265512202,0.11305907128225506
2005-10-25,136221,31135,32377,94113,96041,073732,COCOA - NEW YORK BOARD OF TRADE ,1403.0,0.014153471197539293,-1928,1.1086789238941226,-1242,-0.9308719266658199,0.0078042008056627785,0.057532434815467944,0.012265512265512202,-0.024946543121881715,0.11277511078208387
2005-11-01,146129,30840,32218,102163,103891,073732,COCOA - NEW YORK BOARD OF TRADE ,1368.0,0.011825168173326307,-1728,0.1468202406383744,-1378,-0.0998377636340946,0.07716423850058722,0.007199720891877319,-0.024946543121881715,-0.024853801169590684,0.11235498015656807
2005-11-08,134913,27919,36649,93120,87852,073732,COCOA - NEW YORK BOARD OF TRADE ,1334.0,-0.039047386093260104,5268,4.787550725728637,-8730,-5.0311710885587395,0.13859602590455983,0.11386445297980424,-0.024853801169590684,0.002248875562218977,0.10845689633334106
2005-11-15,129232,28485,37850,88457,82079,073732,COCOA - NEW YORK BOARD OF TRADE ,1337.0,-0.049353101399034295,6378,0.8227524404616308,-9365,-0.47067369341723925,0.06119529014401651,0.02663752167030979,0.002248875562218977,0.0658189977561705,0.10330021451095352
2005-11-22,120710,29108,26732,82446,87471,073732,COCOA - NEW YORK BOARD OF TRADE ,1425.0,0.04162869687681219,-5025,-8.823665965086047,2376,9.085211093227684,0.0671092356856583,0.21026146131805157,0.0658189977561705,-0.01543859649122803,0.10028114384100363
2005-11-29,123283,28381,26387,85369,90194,073732,COCOA - NEW YORK BOARD OF TRADE ,1403.0,0.03913759399106122,-4825,0.16568635572860577,1994,-0.316460939441637,0.03215939577245775,0.019573473561203623,-0.01543859649122803,0.010691375623663513,0.0973854110558202
2005-12-06,120051,28649,17885,83887,97654,073732,COCOA - NEW YORK BOARD OF TRADE ,1418.0,0.11467626258839993,-13767,-7.253230372395221,10764,7.113713975162837,0.0492560909105932,0.18846434864830017,0.010691375623663513,0.04724964739069115,0.09579227543065293
2005-12-13,123277,31845,14908,81198,102009,073732,COCOA - NEW YORK BOARD OF TRADE ,1485.0,0.1688149452047016,-20811,-5.867506309818327,16937,5.1419813246037105,0.03844831256447625,0.13203430795884757,0.04724964739069115,-0.02491582491582489,0.09545829698674303
2005-12-20,123726,32769,14013,81179,103734,073732,COCOA - NEW YORK BOARD OF TRADE ,1448.0,0.18229798102258216,-22555,-1.4147002279419518,18756,1.4755388271940426,0.009431462363381698,0.03888247616604677,-0.02491582491582489,-0.002071823204419898,0.09536258527207755
2005-12-27,125901,33943,13521,81649,105577,073732,COCOA - NEW YORK BOARD OF TRADE ,1445.0,0.1900540901184264,-23928,-1.1097101660119943,20422,1.3465237702665567,0.012354053390020617,0.03510028653295129,-0.002071823204419898,0.06989619377162626,0.09587001542648532
2006-01-03,130473,36572,11173,81058,111612,073732,COCOA - NEW YORK BOARD OF TRADE ,1546.0,0.2341787189686755,-30554,-5.262865267154352,25399,3.953106011866467,0.03439040847044169,0.10424128180961358,0.06989619377162626,-0.017464424320827954,0.09816594357685351
2006-01-10,131851,39486,10850,79220,113833,073732,COCOA - NEW YORK BOARD OF TRADE ,1519.0,0.262516021873175,-34613,-3.11098848037525,28636,2.4809730748890577,0.021025314291930195,0.06430785123966942,-0.017464424320827954,0.034233048057932924,0.10175837955934093
2006-01-17,129378,38865,11402,76170,110197,073732,COCOA - NEW YORK BOARD OF TRADE ,1571.0,0.2630045293635703,-34027,0.4444410736361499,27463,-0.8896405791385731,0.035875450052852705,0.023335389022619214,0.034233048057932924,-0.07638446849140679,0.10492005182779153
2006-01-24,131746,38252,10856,79615,111759,073732,COCOA - NEW YORK BOARD OF TRADE ,1451.0,0.24398463710473184,-32144,1.455425188208196,27396,-0.05178623877320719,0.0261634286789219,0.023601042599983708,-0.07638446849140679,0.022742935906271633,0.1076707363511358
2006-01-31,133388,35110,10649,84514,114149,073732,COCOA - NEW YORK BOARD OF TRADE ,1484.0,0.22217140972201396,-29635,1.9044221456438903,24461,-2.227771621149788,0.03669027448493177,0.07318778819467209,0.022742935906271633,0.022237196765498624,0.1089631327820765
2006-02-07,135885,36936,12291,84602,115099,073732,COCOA - NEW YORK BOARD OF TRADE ,1517.0,0.22443242447657946,-30497,-0.6462350436321108,24645,0.1379434431882928,0.005197770667147385,0.07044914376256932,0.022237196765498624,-0.005932762030323002,0.10955525642293382
2006-02-14,121722,35345,12005,75507,103621,073732,COCOA - NEW YORK BOARD OF TRADE ,1508.0,0.23096892919932305,-28114,1.7536887809544834,23340,-0.960370901865548,0.11485083292394266,0.03964097148891235,-0.005932762030323002,-0.04244031830238726,0.1100710792616748
2006-02-21,124898,33885,15449,79332,101809,073732,COCOA - NEW YORK BOARD OF TRADE ,1444.0,0.17996284968534323,-22477,4.6310445112633705,18436,-4.028852631405991,0.031119404221021194,0.09940406210726882,-0.04244031830238726,0.0041551246537396835,0.10932278371779897
2006-02-28,126776,33302,21152,83371,100256,073732,COCOA - NEW YORK BOARD OF TRADE ,1450.0,0.13318766959045877,-16885,4.477253438806065,12150,-5.032906851991225,0.030453037951935172,0.11543688250633562,0.0041551246537396835,-0.010344827586206917,0.10560215135096923
2006-03-07,129621,31947,24802,87402,99273,073732,COCOA - NEW YORK BOARD OF TRADE ,1435.0,0.09158238248431967,-11871,3.955007256894049,7145,-3.9479081214109923,0.026859515200214276,0.08819538670284939,-0.010344827586206917,-0.0076655052264807955,0.10089290335698999
2006-03-14,129988,31916,23745,86987,98752,073732,COCOA - NEW YORK BOARD OF TRADE ,1424.0,0.0905083546173493,-11765,0.08177687257465997,8171,0.7915384081283126,0.005039329381551532,0.01954689998383069,-0.0076655052264807955,0.05617977528089879,0.0960348335006109
2006-03-21,130434,31010,21635,87254,100230,073732,COCOA - NEW YORK BOARD OF TRADE ,1504.0,0.09948326356624806,-12976,-0.9316244576422439,9375,0.9262393451703235,0.009307460903330417,0.057289391205242665,0.05617977528089879,-0.0146276595744681,0.0915023448072467
2006-03-28,127010,31651,22333,83255,94536,073732,COCOA - NEW YORK BOARD OF TRADE ,1482.0,0.08881977797023856,-11281,1.2995077970467823,9318,-0.043700262201573206,0.05451907014415803,0.02480364552459988,-0.0146276595744681,0.004048582995951344,0.08784503507311124
2006-04-04,127059,33165,23133,79919,93446,073732,COCOA - NEW YORK BOARD OF TRADE ,1488.0,0.10646235213562204,-13527,-1.7683646956932524,10032,0.5621604598063145,0.025529951258904622,0.041102703470816015,0.004048582995951344,-0.040994623655914,0.08503770528820274
2006-04-11,126812,33138,29749,79699,85618,073732,COCOA - NEW YORK BOARD OF TRADE ,1427.0,0.04667539349588367,-5919,5.987769461431303,3389,-5.228279775537349,0.04868222868791473,0.10563391479956112,-0.040994623655914,0.014015416958654603,0.08104703374358196
2006-04-18,132006,35713,40865,82683,79265,073732,COCOA - NEW YORK BOARD OF TRADE ,1447.0,-0.025892762450191658,3418,7.362867867394253,-5152,-6.735167018894112,0.05765430879047596,0.1787850296429784,0.014015416958654603,0.03455425017277136,0.07641153060212988
2006-04-25,130693,35152,39126,82716,80891,073732,COCOA - NEW YORK BOARD OF TRADE ,1497.0,-0.013964022556678628,1825,-1.2067633289395938,-3974,0.8923836795297183,0.01014015292744198,0.030964754032149492,0.03455425017277136,0.012024048096192397,0.07359956269279189
