,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HG_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2004-11-30,97637,36871,8609,34493,69414,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4429999589920044,0.35766154224320695,-34921,-3.676674266476317,28262,3.575461848245296,0.03321239185040469,0.11451187335092348,-0.016695068398920543,-0.025640985394094096,0.31368507150323344
2004-12-07,90604,30004,6004,34918,64879,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.406000018119812,0.3306807646461525,-29961,5.080041377756384,24000,-4.365148458064053,0.04970089281240919,0.2630526549655632,-0.025640985394094096,0.027027017860959734,0.31275715118001585
2004-12-14,83533,25559,4949,36117,62708,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.444000005722046,0.31832928303784136,-26591,3.7194825835503953,20610,-3.741556664164938,0.034100683025550214,0.18028058214238887,0.027027017860959734,0.04155120674638724,0.3107786121873853
2004-12-21,86174,28721,5504,34985,64693,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.503999948501587,0.3447443544456565,-29708,-3.7314594232219602,23217,3.120922270240504,0.03127069162703906,0.10860482103725347,0.04155120674638724,0.025598452054640397,0.30943695391895876
2004-12-28,93230,33281,6758,34586,68186,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5425000190734863,0.3603990131931782,-33600,-4.5164434748299955,26523,3.8364239793905353,0.03787023702954112,0.14520842178875595,0.025598452054640397,-0.0956240105822298,0.30817379239804854
2005-01-04,87161,26545,6281,35911,62023,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.3949999809265137,0.2995835293307787,-26112,8.031749436876542,20264,-6.713504236833637,0.07645965650335941,0.21973435691220375,-0.0956240105822298,0.03225811964818637,0.3056770766017107
2005-01-11,81259,23188,5116,34815,59085,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.440000057220459,0.29867460835107495,-24270,2.11333050332144,18072,-2.5148862449948943,0.042960596379126734,0.15976540418315432,0.03225811964818637,0.0,0.3024490649126278
2005-01-18,81248,23417,5836,34140,57434,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.440000057220459,0.2867024419062623,-23294,1.2010977245597412,17581,-0.6042407610233944,0.025400222770655425,0.032441117150377737,0.0,0.023263857499870033,0.2988634891657467
2005-01-25,87458,27127,7247,33376,59393,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4735000133514404,0.2974799332250909,-26017,-3.3514671130366285,19880,2.8296081134304845,0.029352477659563,0.14897887938558213,0.023263857499870033,-0.015269791613911732,0.29534001206937394
2005-02-01,88810,26801,9486,34894,57507,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4509999752044678,0.25462222722666367,-22613,3.892153948180841,17315,-2.9328363328683484,0.03683942814471705,0.07068647173919035,-0.015269791613911732,-0.012405242579817233,0.291688604465408
2005-02-08,85163,23230,8412,36340,55441,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4329999685287476,0.2242875427122107,-19101,3.9545096272942235,14818,-2.811620313027812,0.03826500038134254,0.14679855887744137,-0.012405242579817233,0.03768319693865885,0.28726521102923314
2005-02-15,95044,32781,12154,35518,64287,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4869999885559082,0.30269138504271703,-28769,-11.352347850592395,20627,6.821037304932894,0.09686889434397074,0.29582730610882385,0.03768319693865885,0.0033624716006110944,0.28407788855432403
2005-02-22,108804,44160,16442,36408,70565,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4919999837875366,0.31393147310760633,-34157,-5.668953326880182,27718,7.460755018728168,0.0670075626559973,0.2585228210290089,0.0033624716006110944,-0.018431657960739756,0.28110095183790507
2005-03-01,112973,49255,16029,34259,73780,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4644999504089355,0.3498269498021651,-39521,-4.929965810080512,33226,5.062313885518915,0.0496487379557382,0.08436983028000736,-0.018431657960739756,0.022533283365008483,0.2800258560972287
2005-03-08,118035,52332,16243,33924,76113,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.497499942779541,0.35742788156055405,-42189,-2.361626229276022,36089,2.5342338434847265,0.024246389850686587,0.04799125045570543,0.022533283365008483,-0.0013355421216786345,0.27876274164821113
2005-03-15,114956,46771,15983,34188,69853,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4954999685287476,0.3102491388009325,-35665,5.527174143262592,30788,-4.491040792985132,0.06270604857700329,0.09275902731299997,-0.0013355421216786345,0.002006032125688506,0.27736864692225704
2005-03-22,120517,47101,16870,34197,68579,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4984999895095823,0.28528755279338186,-34382,1.1160791955182852,30231,-0.4845332127074707,0.012483459173347863,0.019024245361179283,0.002006032125688506,-0.01468131820575247,0.27553466331933635
2005-03-29,114349,40691,15086,34543,63062,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4765000343322754,0.24940314300955846,-28519,4.8648738352265655,25605,-3.83846262353029,0.060068644024384,0.14690643096616884,-0.01468131820575247,0.013545533668448906,0.2732236326550951
2005-04-05,119690,43081,15554,35825,66798,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.496500015258789,0.2587768401704403,-30973,-2.146061618378823,27527,1.680819246342338,0.048897420656188184,0.048742218811290185,0.013545533668448906,0.01002337824386279,0.2727451773432855
2005-04-12,132104,46134,17988,41964,74093,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5115000009536743,0.243209895234058,-32129,-0.9658283900075195,28146,0.517169354164926,0.11575346596930819,0.08557125479554599,0.01002337824386279,-0.015216673432244088,0.2733054279910139
2005-04-19,117163,32513,13873,48053,69554,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4884999990463257,0.18351356656965082,-21501,8.045176527584328,18640,-7.195845697329377,0.09036877056637785,0.382356745569784,-0.015216673432244088,-0.004702700360703194,0.2728588674810294
2005-04-26,116212,35217,12857,44690,69374,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4815000295639038,0.21240491515506144,-24684,-2.716727977262446,22360,3.1750638000051215,0.031061509328096506,0.0773807047468486,-0.004702700360703194,-0.002024988809293582,0.2734762795165087
2005-05-03,107401,34649,15269,40641,60388,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4785000085830688,0.1838623476503943,-19747,4.248270402368086,19380,-2.5642790761711356,0.12902235991645963,0.05969790456348412,-0.002024988809293582,0.009130859063981811,0.27385290857041833
2005-05-10,104321,31653,14769,40762,57550,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4919999837875366,0.16092637148800337,-16788,2.7550953901732758,16884,-2.3240007076284206,0.0300980551712914,0.07530912067554177,0.009130859063981811,-0.03920907032493237,0.27391370549611244
2005-05-17,94172,20525,17204,45046,48735,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.433500051498413,0.039173002591003696,-3689,12.556436383853683,3321,-13.001217396305634,0.13967648031051066,0.3594847464814864,-0.03920907032493237,0.04987788012876426,0.2720159551252094
2005-05-24,91941,20094,16541,44147,47335,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5049999952316284,0.03467441076342437,-3188,0.5320052669583315,3553,0.24635772841184217,0.02513062678996961,0.029862153678176608,0.04987788012876426,0.0,0.26887126943928147
2005-05-31,92253,23327,13835,43076,52349,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5049999952316284,0.10051705635589087,-9273,-6.618374827334922,9492,6.459577337640443,0.06376735656274561,0.15981378827834886,0.0,0.058471800270181395,0.265988263826044
2005-06-07,99573,31621,13609,40542,59079,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.593000054359436,0.18616492422644693,-18537,-10.041949855289259,18012,9.235472017170174,0.09299244135272683,0.18837055051956667,0.058471800270181395,-0.005335906398036383,0.2652665884815459
2005-06-14,104947,36892,16080,41424,62980,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5844999551773071,0.20539891564313414,-21556,-3.03194641117572,20812,2.8120072710473725,0.04581242098003908,0.1461526844370611,-0.005335906398036383,0.06405808595994378,0.26723182984204075
2005-06-21,112051,42701,19918,38069,63875,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6859999895095823,0.23030584287511938,-25806,-4.0496631633110045,22783,1.878090845855527,0.04168955504983128,0.15405867228796372,0.06405808595994378,-0.0510082836315674,0.2702538413963675
2005-06-28,112939,41847,21136,39069,62180,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.600000023841858,0.2046325892738558,-23111,2.4051547955841537,20711,-1.8491579727088556,0.02661754683996879,0.032897766063858504,-0.0510082836315674,-0.012499987892806708,0.27088808887959864
2005-07-05,102082,33523,20166,39755,54135,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5800000429153442,0.14086714601986638,-14380,7.730721894119835,13357,-6.5114796483057225,0.09299179891362232,0.17310808545512116,-0.012499987892806708,0.0145569628371085,0.2696158172715132
2005-07-12,106406,36722,21641,39043,55654,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6030000448226929,0.15610961787869104,-16611,-2.1854979330342275,15081,1.6888383848278836,0.023559352461007214,0.08008498535030756,0.0145569628371085,0.02963194820769255,0.2661770295237734
2005-07-19,111141,39644,22767,38690,57185,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6505000591278076,0.16641023564661106,-18495,-1.7705768471702723,16877,1.687874743905419,0.01965058670143416,0.0648603611542837,0.02963194820769255,0.009391062647675419,0.2625788776001757
2005-07-26,114252,42350,25531,38700,56846,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6660000085830688,0.15882435318418933,-18146,0.31401552982247777,16819,-0.0521859619762284,0.0036526908504803967,0.0805821953123849,0.009391062647675419,0.02040818662994126,0.260001292545873
2005-08-02,117895,46210,28016,38363,56950,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.7000000476837158,0.157657237372238,-18587,-0.3859888667156811,18194,1.2034800266078494,0.004626860973844071,0.08548217605690728,0.02040818662994126,-0.028235350546125804,0.25667193650186815
2005-08-09,113439,44439,28075,38976,54672,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6519999504089355,0.13836511252743766,-15696,2.4521820263794054,16364,-1.5522286780609864,0.030870920895267384,0.025236506054003367,-0.028235350546125804,0.07717921370935721,0.2538826496133065
2005-08-16,105061,41269,26506,39324,55100,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.7795000076293943,0.15016038301558143,-15776,-0.07052248344925466,14763,-1.411331200028209,0.008218249597559943,0.0699225378089266,0.07717921370935721,-0.01966842735113261,0.25005413931048
2005-08-23,102608,38358,27496,38837,50548,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.7445000410079956,0.11413340090441292,-11711,3.869180761652754,10862,-3.713080972006739,0.05637411198746994,0.059237100252072766,-0.01966842735113261,-0.0005732569254992548,0.24687802362690162
2005-08-30,104766,37291,27936,40412,50927,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.743499994277954,0.1003665311265105,-10515,1.165601122719476,9355,-1.468696397941681,0.021392833291365133,0.02310392935440845,-0.0005732569254992548,-0.0043017220973341486,0.24302340451456914
2005-09-06,105839,38826,29059,40126,51435,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.7359999418258667,0.10685097175899243,-11309,-0.757879464711834,9767,0.39325735448523375,0.008671814418802765,0.03915445238270605,-0.0043017220973341486,-0.020737266905831442,0.24006162427022165
2005-09-13,99329,33734,27483,40935,48211,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.7000000476837158,0.07325151768365734,-7276,3.810504634397528,6251,-3.3220268521055565,0.04524039216566082,0.1089239917016515,-0.020737266905831442,0.029117639510277016,0.23591122086664756
2005-09-20,100852,34780,27885,40430,48667,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.749500036239624,0.0816741363582279,-8237,-0.9674918704507244,6895,0.6483504313946582,0.010785997283859164,0.02310699752652996,0.029117639510277016,0.05058589371533029,0.23127209349511052
2005-09-27,104395,37483,28266,41364,51799,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.838000059127808,0.09995689448728387,-10435,-2.179431245785904,9217,2.3023836909530795,0.043643935897298286,0.04690565635979255,0.05058589371533029,0.006800831377751448,0.22644617192542074
2005-10-04,107932,40996,31475,42715,53881,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.8504999876022337,0.10345402660934662,-11166,-0.7002251065664065,9521,0.29120168590449735,0.035539773903681314,0.09275434311655696,0.006800831377751448,0.04134021004412847,0.22156745839138334
2005-10-11,111629,43167,32056,42854,54438,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.9270000457763672,0.1037723172293938,-11584,-0.38728088055442317,11111,1.4731497609606048,0.00715372281379764,0.036584555255706364,0.04134021004412847,0.0015567730670897895,0.21680715233250625
2005-10-18,107427,38505,31179,43435,52248,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.9299999475479128,0.08203710426615284,-8813,2.4823298605201156,7326,-3.390695966101999,0.028960212367923246,0.07948740026404913,0.0015567730670897895,0.017875649636599933,0.21328496065953248
2005-10-25,102512,31662,30431,44683,46877,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.9644999504089355,0.021402372405181832,-2194,6.161393318253325,1231,-5.673620225827771,0.07229139362166885,0.12225210571239914,0.017875649636599933,-0.034868884948620726,0.2092292800880037
2005-11-01,105650,31733,28506,45842,48892,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.8960000276565552,0.028868906767628964,-3050,-0.8350241922896832,3227,1.9470891212736068,0.033504338463487236,0.033134680190574216,-0.034868884948620726,0.018987348537086612,0.2051944752573117
2005-11-08,109378,34052,28313,46361,51941,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.932000041007996,0.05101574356817642,-5580,-2.3946994794131564,5739,2.3776620918125886,0.03629631136701186,0.04027900264571475,0.018987348537086612,0.04943057512125604,0.2007272663304396
2005-11-15,114189,36580,29053,46031,54360,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.0274999141693115,0.07294047587771152,-8329,-2.5133024922744975,7527,1.6346980197114593,0.027382932733013916,0.04979202535309981,0.04943057512125604,0.02589396387632048,0.19671041115254834
2005-11-22,113630,34901,28448,45917,51581,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.0799999237060547,0.049845991375517026,-5664,2.3338500205799155,6453,-0.9405459369991856,0.0296724035364828,0.03605423921451009,0.02589396387632048,-0.01899038439495304,0.19122130612489086
2005-11-29,108347,33228,28016,44190,48645,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.0404999256134038,0.041117889743140096,-4455,1.06397958285664,5212,-1.0921411599049546,0.05022890073786826,0.034370713865848085,-0.01899038439495304,0.03847098029240459,0.1851339281921973
2005-12-06,105746,33206,27847,44015,50023,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.11899995803833,0.05681538781608761,-6008,-1.433357637959519,5359,0.1356751917450414,0.016514600480656755,0.003128429397408809,0.03847098029240459,0.025483784948462596,0.17986728633008062
2005-12-13,104891,32890,28231,43510,49305,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.1730000972747803,0.05524782869836306,-5795,0.2014260586688858,4659,-0.6619635730902351,0.013176749447826321,0.011452692200716612,0.025483784948462596,-0.003681608404797476,0.17480802759278297
2005-12-20,101998,30868,28647,43971,47154,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.164999961853028,0.031206494244985197,-3183,2.4902041166544318,2221,-2.324317624963057,0.0286639231824417,0.04096446274048559,-0.003681608404797476,0.05311778825082003,0.16877845335815467
2005-12-27,103119,32404,29643,43652,47654,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.2799999713897705,0.03880953073633375,-4002,-0.8029569207239358,2761,0.5294221455322654,0.008969837688651347,0.040807774751398136,0.05311778825082003,-0.049122802614615324,0.1625940402339846
2006-01-03,103466,33082,30378,44126,48300,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.1679999828338623,0.0403417547793478,-4174,-0.16679758337454786,2704,-0.055275943327611786,0.012117802349988098,0.0222659943271352,-0.049122802614615324,0.005304483512002411,0.15760862149261093
2006-01-10,101982,32890,31780,41484,45538,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.179500102996826,0.03975211311800122,-4054,0.1159801287379429,1110,-1.5406027100690083,0.06209923927282756,0.024648214009587135,0.005304483512002411,-0.004817706880478778,0.15262934273812873
2006-01-17,100702,32186,29930,39656,45227,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.1689999103546143,0.055321642072649994,-5571,-1.4875174050322606,2256,1.1237277166558806,0.025199392104426094,0.04111662051645309,-0.004817706880478778,0.0016136398736128488,0.14817971197209773
2006-01-24,102580,33342,30596,39962,45796,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.172499895095825,0.05687268473386625,-5834,-0.2611666103950269,2746,0.48658417906297785,0.010203129737167378,0.028496355844724576,0.0016136398736128488,0.028998943715104808,0.14355264950111263
2006-01-31,101294,32581,31408,39529,45680,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.2355000972747803,0.060724228483424486,-6151,-0.3090271007993761,1173,-1.5334373172158315,0.006442981375206844,0.024582350091421963,0.028998943715104808,0.023260928246515933,0.13982384183297342
2006-02-07,99049,33321,29569,40482,47378,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.2874999046325684,0.06962210623024967,-6896,-0.7354828518964598,3752,2.546054060457678,0.03017300250398361,0.04100810939736047,0.023260928246515933,-0.009180288228531674,0.13684950651601263
2006-02-14,92717,28653,28050,42499,46215,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.2664999961853027,0.04007894992288361,-3716,3.210532160849681,603,-3.179234520287938,0.035845526072547734,0.10911239264236461,-0.009180288228531674,0.006397486322357926,0.13179926737909275
2006-02-21,89954,23242,25672,43499,44265,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.2809998989105225,0.008515463459101319,-766,3.18172503424399,-2430,-3.271244755546448,0.03361287088099904,0.1592386637772417,0.006397486322357926,-0.041867600439710384,0.12592588257815995
2006-02-28,85356,18584,23143,44281,42203,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.185499906539917,-0.024345095833919115,2078,3.161615937034484,-4559,-2.366765235564844,0.032884695434993755,0.17223859850935844,-0.041867600439710384,0.0002288731184376669,0.11873026631592756
