,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2004-11-16,91727,31675,11545,41892,68006,083731,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE ",86.05000305175781,0.2846926204934207,-26114,-15.52329270977685,20130,14.70736793027081,0.16963002056452348,0.26274872744099953,0.07562503814697275,0.03718764479668213,0.12631114500014667
2004-11-23,88424,37139,12302,36064,67145,083731,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE ",89.25,0.3514995928707138,-31081,-5.4149814122341295,24837,5.131531610103895,0.06481023941710509,0.12582674298659008,0.03718764479668213,0.05826327112876406,0.13417145467723485
2004-11-30,97071,43466,14213,37505,73219,083731,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE ",94.4499969482422,0.36791626747432293,-35714,-5.239527730028047,29253,4.994119243644259,0.06787146418120732,0.14282494495396938,0.05826327112876406,0.0015881580807366458,0.14295339645193164
2004-12-07,105792,49147,15162,38796,78986,083731,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE ",94.5999984741211,0.37989640048396855,-40190,-4.611057885465278,33985,4.874782375786795,0.05992426686590481,0.1030959896748511,0.0015881580807366458,-0.030655407744770935,0.1540050927551261
2004-12-14,104651,47640,12968,39750,79855,083731,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE ",91.6999969482422,0.38322615168512486,-40105,0.08034633998790079,34672,0.6493874773139746,0.015241837715814556,0.0610645459345301,-0.030655407744770935,0.14558349561397121,0.16370193584395962
2004-12-21,111732,50931,12843,41042,83797,083731,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE ",105.0500030517578,0.3826567142806,-42755,-2.5322261612406955,38088,3.2641828553955525,0.041926000688887285,0.05356414839903409,0.14558349561397121,0.0014278333377153452,0.17077163000426737
2004-12-28,110637,49418,13716,41645,82927,083731,"COFFEE C - COFFEE, SUGAR AND COCOA EXCHANGE ",105.1999969482422,0.37313014633440894,-41282,1.318333154333584,35702,-2.1354670103461855,0.011824487043637415,0.03779263154560142,0.0014278333377153452,-0.03564638886676941,0.17858735983527618
2005-01-04,107609,46750,11205,41031,82121,083731,COFFEE C - NEW YORK BOARD OF TRADE ,101.4499969482422,0.3818453846797201,-41090,0.1735404973019876,35545,-0.14190551081464609,0.011530466415486553,0.08936243637304805,-0.03564638886676941,-0.05717097680468475,0.18610362293625882
2005-01-11,98761,40365,10639,39280,74707,083731,COFFEE C - NEW YORK BOARD OF TRADE ,95.6500015258789,0.358714472311945,-35427,5.262570974546739,29726,-5.407540261502291,0.0804039057085457,0.13628342875068622,-0.05717097680468475,0.09147935034410448,0.19024497182464753
2005-01-18,100093,42441,11033,37767,74369,083731,COFFEE C - NEW YORK BOARD OF TRADE ,104.4000015258789,0.3656799176765608,-36602,-1.1897408896224217,31408,1.703101426676522,0.016506741813512162,0.046190672102330105,0.09147935034410448,0.012931019678064315,0.1934964544927068
2005-01-25,102991,42710,11319,38820,76122,083731,COFFEE C - NEW YORK BOARD OF TRADE ,105.75,0.3621869872124749,-37302,-0.6993496048674732,31391,-0.016984204689638637,0.024412312296636565,0.010272261193062985,0.012931019678064315,0.00047284209700038105,0.19616836981135538
2005-02-01,105119,42677,12422,39673,75680,083731,COFFEE C - NEW YORK BOARD OF TRADE ,105.8000030517578,0.3425356025076342,-36007,1.257391422551485,30255,-1.1030090007864766,0.011226409369500576,0.020617434073213668,0.00047284209700038105,0.05576553616542057,0.19671627880590178
2005-02-08,107658,48126,12814,37670,78777,083731,COFFEE C - NEW YORK BOARD OF TRADE ,111.6999969482422,0.38182949711122255,-41107,-4.8516443269056975,35312,4.810738306110219,0.043796748735476225,0.09584837545126354,0.05576553616542057,0.05461062014479845,0.19764930607181608
2005-02-15,111705,53993,9632,39454,87217,083731,COFFEE C - NEW YORK BOARD OF TRADE ,117.8000030517578,0.42758157647374784,-47763,-6.182541009493024,44361,8.405320552118747,0.08071302823850764,0.14222396856581532,0.05461062014479845,-0.02292024200076126,0.19954730876158214
2005-02-22,106000,53226,10718,36403,84696,083731,COFFEE C - NEW YORK BOARD OF TRADE ,115.0999984741211,0.4555943396226415,-48293,-0.4744639899735912,42508,-1.6588335347567251,0.04601194064360564,0.028978481171024646,-0.02292024200076126,0.034318024587331575,0.2015135507815025
2005-03-01,109420,53228,11283,36993,84968,083731,COFFEE C - NEW YORK BOARD OF TRADE ,119.0500030517578,0.4384481813196856,-47975,0.3,41945,-0.5311320754716982,0.007067833159780585,0.008789198741299933,0.034318024587331575,0.09743797183846681,0.20326477189740277
2005-03-08,115553,54337,12128,39428,86957,083731,COFFEE C - NEW YORK BOARD OF TRADE ,130.64999389648438,0.4113177502964008,-47529,0.4076037287515993,42209,0.24127216231036372,0.03500415397396843,0.029398931768600017,0.09743797183846681,0.0332951114177793,0.20388042088183292
2005-03-15,121409,54550,13822,43752,89513,083731,COFFEE C - NEW YORK BOARD OF TRADE ,135.0,0.3769160441153456,-45761,1.530033837286786,40728,-1.2816629598539198,0.05162645856001201,0.027891534546305507,0.0332951114177793,-0.027036991825810208,0.20427357613454145
2005-03-22,123010,54140,14652,45308,89629,083731,COFFEE C - NEW YORK BOARD OF TRADE ,131.35000610351562,0.36030404032192503,-44321,1.1860735200850019,39488,-1.0213410867398627,0.012390967636749002,0.01802535178509129,-0.027036991825810208,-0.07080321750749363,0.2038239285125183
2005-03-29,115850,46991,10927,45403,85938,083731,COFFEE C - NEW YORK BOARD OF TRADE ,122.0500030517578,0.34989210185584807,-40535,3.077798552963174,36064,-2.78351353548492,0.02882572844732414,0.1877481957249905,-0.07080321750749363,0.03318308333549003,0.20325216472772517
2005-04-05,116331,46792,11173,44636,84547,083731,COFFEE C - NEW YORK BOARD OF TRADE ,126.0999984741211,0.34308137985575643,-39911,0.5386275356063875,35619,-0.38411739318083726,0.016704984401972395,0.007677046493573709,0.03318308333549003,-0.0892149098820868,0.20424149771506214
2005-04-12,107667,38141,8155,47027,80811,083731,COFFEE C - NEW YORK BOARD OF TRADE ,114.8499984741211,0.31378231027148523,-33784,5.2668678168330025,29986,-4.842217465679828,0.04792784618032197,0.25205201313288406,-0.0892149098820868,0.027427092448666368,0.20557808975825387
2005-04-19,99450,32320,8693,47495,75630,083731,COFFEE C - NEW YORK BOARD OF TRADE ,118.0,0.2829059829059829,-28135,5.246732982250829,23627,-5.906173665097012,0.045880203045685276,0.15504839928803063,0.027427092448666368,0.09830513647047145,0.2081402560438394
2005-04-26,98929,35318,9994,42912,72532,083731,COFFEE C - NEW YORK BOARD OF TRADE ,129.60000610351562,0.2994066451697682,-29620,-1.493212669683258,25324,1.7063851181498242,0.0665344236166453,0.09487552966101695,0.09830513647047145,-0.08101857357173148,0.2119364899343571
2005-05-03,97451,35979,10470,41987,72251,083731,COFFEE C - NEW YORK BOARD OF TRADE ,119.0999984741211,0.3105560743347939,-30264,-0.650971909146964,25509,0.1870027999878701,0.01055690750888496,0.024478460246722213,-0.08101857357173148,0.00041984091014635183,0.21644597504663862
2005-05-10,97209,35551,11055,42260,71227,083731,COFFEE C - NEW YORK BOARD OF TRADE ,119.1500015258789,0.2979868119207069,-28967,1.3309252855281115,24496,-1.0394967727370679,0.011428621780468247,0.021735398875681242,0.00041984091014635183,-0.0289551366634887,0.2203979980827196
2005-05-17,95682,32700,11049,43296,68936,083731,COFFEE C - NEW YORK BOARD OF TRADE ,115.6999969482422,0.26797098722852786,-25640,3.4225226059315492,21651,-2.9266837432747996,0.029643951814099366,0.06530434981371003,-0.0289551366634887,0.03414005775128692,0.22387247043043518
2005-05-24,95040,33504,10606,43450,70205,083731,COFFEE C - NEW YORK BOARD OF TRADE ,119.6500015258789,0.28151304713804715,-26755,-1.1653184507012815,22898,1.3032754332058276,0.012520346663147244,0.028270233507141238,0.03414005775128692,-0.010865048350848894,0.22529257796280022
2005-05-31,94661,32801,10649,43979,69329,083731,COFFEE C - NEW YORK BOARD OF TRADE ,118.3499984741211,0.26779772028607346,-25350,1.4783249158249159,22152,-0.7849326599326599,0.012399830550358315,0.01716915995397008,-0.010865048350848894,0.06252641843081252,0.22519950447868065
2005-06-07,102392,37109,11249,44924,74968,083731,COFFEE C - NEW YORK BOARD OF TRADE ,125.75,0.29342136104383154,-30044,-4.9587475306620465,25860,3.917135884894518,0.0549160911487005,0.10149303114272716,0.06252641843081252,-0.11928429423459241,0.22486654597987624
2005-06-14,93474,26788,11080,53687,71980,083731,COFFEE C - NEW YORK BOARD OF TRADE ,110.75,0.19570147848599612,-18293,11.476482537698256,15708,-9.914837096648176,0.09350903578505097,0.27701489384176614,-0.11928429423459241,-0.02708803611738153,0.22253332334313777
2005-06-21,88338,26021,13494,47907,61978,083731,COFFEE C - NEW YORK BOARD OF TRADE ,107.75,0.1592859245171953,-14071,4.516764019941374,12527,-3.403085349936881,0.14362287846384858,0.08050107554093382,-0.02708803611738153,-0.0320185331623406,0.22048340682901552
2005-06-28,89892,26832,14800,47958,62456,083731,COFFEE C - NEW YORK BOARD OF TRADE ,104.3000030517578,0.1612824278022516,-14498,-0.4833706898503475,12032,-0.5603477552129321,0.004791059104823664,0.050850307455803226,-0.0320185331623406,-0.02013428611764745,0.21970958058617895
2005-07-05,89739,27632,15536,47741,62243,083731,COFFEE C - NEW YORK BOARD OF TRADE ,102.1999969482422,0.161601979072644,-14502,-0.004449784185467005,12096,0.07119654696747207,0.003909659586848996,0.03558191252779837,-0.02013428611764745,0.001467725345968951,0.22054765320341935
2005-07-12,94357,28171,15806,48913,63944,083731,COFFEE C - NEW YORK BOARD OF TRADE ,102.3499984741211,0.15929925707684645,-15031,-0.5894872909214499,12365,0.29975818763302464,0.02545699424935981,0.018395979716670077,0.001467725345968951,-0.08011721612595368,0.2222361584213265
2005-07-19,94874,26761,16400,50038,62984,083731,COFFEE C - NEW YORK BOARD OF TRADE ,94.1500015258789,0.13645466618883995,-12946,2.209692974554087,10361,-2.123848787053425,0.018447735839040188,0.0464308055883784,-0.08011721612595368,0.08178435287784569,0.22313674411387618
2005-07-26,93932,25627,16442,50986,62671,083731,COFFEE C - NEW YORK BOARD OF TRADE ,101.8499984741211,0.12439850104330792,-11685,1.3291312688407784,9185,-1.239538756666737,0.011094785187010039,0.027954075447479142,0.08178435287784569,0.04663721228436657,0.22513016576839384
2005-08-02,93689,26818,16687,50182,63196,083731,COFFEE C - NEW YORK BOARD OF TRADE ,106.5999984741211,0.13890638175239356,-13014,-1.4148532981305626,10131,1.00711152748797,0.011721850799978832,0.033007700264337435,0.04663721228436657,-0.03752345269471147,0.22912657174091444
2005-08-09,93177,27198,16739,50756,63327,083731,COFFEE C - NEW YORK BOARD OF TRADE ,102.5999984741211,0.13491526878950813,-12571,0.4728409952075484,10459,0.3500944614629252,0.006179711262852485,0.00983225982656986,-0.03752345269471147,-0.055555526637555475,0.2335363381211789
2005-08-16,91538,24192,18032,53053,61268,083731,COFFEE C - NEW YORK BOARD OF TRADE ,96.9000015258789,0.08974414997050405,-8215,4.674973437650923,6160,-4.613799542805628,0.03810323562600047,0.10181413414172034,-0.055555526637555475,0.02115578317938227,0.2378942993120576
2005-08-23,83729,22876,18898,46616,52685,083731,COFFEE C - NEW YORK BOARD OF TRADE ,98.9499969482422,0.07248384669588792,-6069,2.3443815683104283,3978,-2.3837094976949462,0.1512572884462392,0.052233446641451624,0.02115578317938227,-0.04497217873154524,0.24188378192021648
2005-08-30,82756,20194,19211,47182,49483,083731,COFFEE C - NEW YORK BOARD OF TRADE ,94.5,0.0278046304799652,-2301,4.500232894218252,983,-3.577016326481864,0.038979982413489885,0.07600558304783657,-0.04497217873154524,0.03121689892319801,0.24501272618190797
2005-09-06,85493,21282,18919,46712,51360,083731,COFFEE C - NEW YORK BOARD OF TRADE ,97.4499969482422,0.05436702420081176,-4648,-2.836048141524482,2363,1.6675528058388516,0.02393139734072926,0.03432750429093804,0.03121689892319801,-0.09030267519697477,0.24880893218133016
2005-09-13,84539,19096,19616,48296,49080,083731,COFFEE C - NEW YORK BOARD OF TRADE ,88.6500015258789,0.009273826281361265,-784,4.519668276934953,-520,-3.3722059115951013,0.039681235622740715,0.07447303161810291,-0.09030267519697477,0.03496896131712002,0.24978687320976184
2005-09-20,85023,18598,20089,47577,47190,083731,COFFEE C - NEW YORK BOARD OF TRADE ,91.75,-0.004551709537419286,387,1.3851595121778115,-1491,-1.1485823111226772,0.027530680511148396,0.025098870421588648,0.03496896131712002,-0.03378744930922173,0.2484271086321082
2005-09-27,86506,19503,21580,48535,46974,083731,COFFEE C - NEW YORK BOARD OF TRADE ,88.6500015258789,-0.018044991098883315,1561,1.3808028415840419,-2077,-0.6892252684567706,0.012292035305573297,0.05832096000778911,-0.03378744930922173,0.04568522676427711,0.24536023662101084
2005-10-04,87370,19833,21869,48333,48156,083731,COFFEE C - NEW YORK BOARD OF TRADE ,92.6999969482422,-0.002025867002403571,177,-1.5998890250387259,-2036,0.0473955563775923,0.014343603934127206,0.014843412785957508,0.04568522676427711,0.08683930223053205,0.24277149949669657
2005-10-11,87862,19630,19777,47381,50044,083731,COFFEE C - NEW YORK BOARD OF TRADE ,100.75,0.030308893492067106,-2663,-3.2505436648735264,-147,2.1620693601922856,0.029150628688734925,0.05823838404344406,0.08683930223053205,0.03870969256455492,0.2417732656206351
2005-10-18,85868,17960,16066,46820,51774,083731,COFFEE C - NEW YORK BOARD OF TRADE ,104.6500015258789,0.057693203521684444,-4954,-2.607498122055041,1894,2.3229610070337574,0.02323670811611254,0.15814377240933403,0.03870969256455492,-0.009077922253080684,0.24240172666160614
2005-10-25,84812,19481,15222,46664,54389,083731,COFFEE C - NEW YORK BOARD OF TRADE ,103.6999969482422,0.0910838088949677,-7725,-3.2270461638794425,4259,2.7542274188289,0.027421254193344086,0.06814972768924876,-0.009077922253080684,-0.06364511734185718,0.2417302822949896
2005-11-01,83960,18780,14589,47298,54473,083731,COFFEE C - NEW YORK BOARD OF TRADE ,97.0999984741211,0.08545736064792758,-7175,0.648493137763524,4191,-0.08017733339621752,0.007055054976368514,0.03997722436992418,-0.06364511734185718,0.11071060936077215,0.24120577961844447
2005-11-08,87206,21814,14581,46194,57601,083731,COFFEE C - NEW YORK BOARD OF TRADE ,107.8499984741211,0.13080521982432403,-11407,-5.040495474035255,7233,3.623153882801334,0.04077267691121923,0.08358290974034895,0.11071060936077215,-0.10523874487438734,0.24020252673812428
2005-11-15,83925,18490,12833,46678,55656,083731,COFFEE C - NEW YORK BOARD OF TRADE ,96.5,0.10697646708370569,-8978,2.7853588055867715,5657,-1.8072150998784489,0.023736001719858502,0.1619257414679309,-0.10523874487438734,0.02227980855833067,0.23678490840332211
2005-11-22,74016,18344,13383,39929,47541,083731,COFFEE C - NEW YORK BOARD OF TRADE ,98.6500015258789,0.10284262862083873,-7612,1.627643729520405,4961,-0.8293118856121537,0.16993254830227505,0.02193715132221767,0.02227980855833067,-0.029903745889581446,0.23200304370620908
2005-11-29,75398,18371,14481,41638,47631,083731,COFFEE C - NEW YORK BOARD OF TRADE ,95.6999969482422,0.07948486697259874,-5993,2.187364894076956,3890,-1.4469844357976653,0.020152572561583527,0.034244490441982224,-0.029903745889581446,-0.031347963382094,0.22645628600425288
2005-12-06,79957,18400,20323,44256,44785,083731,COFFEE C - NEW YORK BOARD OF TRADE ,92.6999969482422,0.006616056130169966,-529,7.246876574975464,-1923,-7.709753574365368,0.06136498916229602,0.15161531906102316,-0.031347963382094,0.029126263932287122,0.2192778178436029
2005-12-13,82493,18147,22632,46060,44371,083731,COFFEE C - NEW YORK BOARD OF TRADE ,95.4000015258789,-0.020474464500018184,1689,2.773991020173343,-4485,-3.20422226946984,0.02452698742687795,0.06282645479290812,0.029126263932287122,0.07337526088090396,0.21151434445542705
2005-12-20,81396,18039,20817,45048,45468,083731,COFFEE C - NEW YORK BOARD OF TRADE ,102.4000015258789,0.005159958720330237,-420,-2.5565805583504053,-2778,2.0692664832167575,0.023299748110831235,0.04949042618900556,0.07337526088090396,0.03710932974354453,0.20425479146388342
2005-12-27,82702,20628,19576,44514,48498,083731,COFFEE C - NEW YORK BOARD OF TRADE ,106.1999969482422,0.0481729583323257,-3984,-4.37859354268023,1052,4.705390928301146,0.03831763643400851,0.09526415282061486,0.03710932974354453,0.022598885073872088,0.19800561477153564
2006-01-03,82671,20375,17531,43409,50330,083731,COFFEE C - NEW YORK BOARD OF TRADE ,108.5999984741211,0.0837173857821969,-6921,-3.5513046842881675,2844,2.1668157964740877,0.03133167625001333,0.06062364797129742,0.022598885073872088,0.0966850842313971,0.19227238402350635
2006-01-10,94198,30175,16049,41734,60507,083731,COFFEE C - NEW YORK BOARD OF TRADE ,119.0999984741211,0.1992929786195036,-18773,-14.336345272223634,14126,13.646865285287465,0.11592218385970403,0.2440723433714088,0.0966850842313971,0.03946267538078896,0.1892065860678825
2006-01-17,102720,33601,14923,44329,67210,083731,COFFEE C - NEW YORK BOARD OF TRADE ,123.8000030517578,0.22275116822429908,-22881,-4.361026773392217,18678,4.832374360389817,0.08336097687804266,0.09380924903140714,0.03946267538078896,-0.011308574243682257,0.18645795627072362
2006-01-24,110657,36212,13681,45936,73188,083731,COFFEE C - NEW YORK BOARD OF TRADE ,122.4000015258789,0.24627452397950422,-27252,-4.255257009345794,22531,3.750973520249221,0.06367314730868674,0.07722526206081014,-0.011308574243682257,-0.03431376246142204,0.18422887043932035
2006-01-31,114017,36635,12936,46154,75394,083731,COFFEE C - NEW YORK BOARD OF TRADE ,118.1999969482422,0.2564529850811721,-29240,-1.7965424690710936,23699,1.0555138852490127,0.019942738671142265,0.023562163361642897,-0.03431376246142204,-0.027918743718820083,0.18257343548881144
2006-02-07,108355,34986,12548,46445,74235,083731,COFFEE C - NEW YORK BOARD OF TRADE ,114.9000015258789,0.2564717825665636,-27790,1.2717401790960998,22438,-1.1059754247173668,0.012015246934040437,0.04285353641603905,-0.027918743718820083,-0.06396865427774312,0.18016271020910646
2006-02-14,101784,29851,11291,48169,70662,083731,COFFEE C - NEW YORK BOARD OF TRADE ,107.5500030517578,0.22098758154523304,-22493,4.888560749388584,18560,-3.5789765123898296,0.04457591032642997,0.15536434786835837,-0.06396865427774312,0.03347278820985844,0.17618974876817348
2006-02-21,96019,23050,11937,49610,64311,083731,COFFEE C - NEW YORK BOARD OF TRADE ,111.1500015258789,0.1531051146127329,-14701,7.655427179124421,11113,-7.3164741020199635,0.06839827599827951,0.21285048732386314,0.03347278820985844,0.005847966864197973,0.1703726482872137
2006-02-28,94778,22605,13786,49468,61882,083731,COFFEE C - NEW YORK BOARD OF TRADE ,111.8000030517578,0.13097976323619406,-12414,2.3818202647392703,8819,-2.389110488549141,0.023089357880556802,0.06303756423291473,0.005847966864197973,-0.045617226872118666,0.16445979409330042
2006-03-07,97499,22683,14067,50523,62206,083731,COFFEE C - NEW YORK BOARD OF TRADE ,106.6999969482422,0.11982687001917969,-11683,0.7712760345227795,8616,-0.21418472641330266,0.0122328770768835,0.009768707482993197,-0.045617226872118666,-0.019681335840522785,0.1588542002418154
