,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2005-01-04,72296,12061,27147,45702,28656,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,328.5,-0.23578067942901404,17046,7.636422821969697,-15086,-5.70993134469697,0.06940746120121574,0.09842379106304835,-0.02522255192878342,0.025875190258751957,0.05590187904399787
2005-01-11,66942,10427,17630,41423,32245,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,337.0,-0.13710376146514894,9178,-10.883036405886909,-7203,10.903784441739516,0.10680349676928924,0.3974409238336244,0.025875190258751957,-0.004451038575667643,0.04806000691231975
2005-01-18,69078,11884,18291,39492,31161,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,335.5,-0.12060279683835665,8331,-1.2652744166591976,-6407,1.1890890621732244,0.042673347203940386,0.07019055509527755,-0.004451038575667643,-0.008941877794336861,0.040128027846940764
2005-01-25,66622,9154,18575,38342,27207,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,332.5,-0.16713698177779113,11135,4.05917947827094,-9421,-4.363183647470975,0.07786541366001007,0.10869486818853907,-0.008941877794336861,-0.018045112781954864,0.031617549132495704
2005-02-01,74049,8852,26081,44915,25611,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,326.5,-0.2606922443247039,19304,12.261715349284021,-17229,-11.719852301041698,0.11582962311771546,0.22351358314487735,-0.018045112781954864,0.004594180704440953,0.021295930860264232
2005-02-08,82142,9962,27733,48861,28875,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,328.0,-0.24331036497772152,19986,0.9210117624816,-17771,-0.7319477643182217,0.09274981990326232,0.07327231728345934,0.004594180704440953,0.007621951219512146,0.0118797496744055
2005-02-15,80541,10394,27005,46399,28974,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,330.5,-0.21634943693274233,17425,-3.117771663704317,-16611,1.4121886489250324,0.03397768431666512,0.031016872108879916,0.007621951219512146,0.05295007564296528,0.004648264413277315
2005-02-22,76588,9523,20505,42865,28871,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,348.0,-0.18271791925628036,13994,-4.259942141269664,-10982,6.988986975577656,0.0506997881119661,0.24547089383242307,0.05295007564296528,0.031609195402298784,-0.002118279863565114
2005-03-01,66242,13779,7924,35945,36028,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,359.0,0.001252981492104707,-83,-18.38016399435943,5855,21.983861701572046,0.19558723410167703,0.7757913652490439,0.031609195402298784,-0.00835654596100277,-0.0056846171144537255
2005-03-08,66247,15741,7391,34928,38196,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,356.0,0.04933053572237234,-3268,-4.808127773919869,8350,3.7664925575918597,0.04355615119523002,0.1078592426076431,-0.00835654596100277,0.0435393258426966,-0.0071648283023989495
2005-03-15,75274,19763,7205,38582,43609,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,371.5,0.0667826872492494,-5027,-2.655214575754374,12558,6.351985750298127,0.11031621467070604,0.156036784336992,0.0435393258426966,-0.059892328398384875,-0.006536554819233794
2005-03-22,73844,19295,8213,39243,41849,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,349.25,0.03529061264286875,-2606,3.216249966788001,11082,-1.9608364109785583,0.02985497952942337,0.05365711792932965,-0.059892328398384875,-0.015748031496062964,-0.005941434428831615
2005-03-29,71721,17905,8827,39432,40809,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,343.75,0.01919939766595558,-1377,1.6643193759817994,9078,-2.713829153350306,0.015316359467105346,0.07496633248541075,-0.015748031496062964,-0.06181818181818177,-0.010658988712132878
2005-04-05,69665,11940,10550,40595,33863,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,322.5,-0.09663389076293691,6732,11.306311958840507,1390,-10.719315123882824,0.1089070348384324,0.34184081814139616,-0.06181818181818177,0.0,-0.01733635232481626
2005-04-12,70394,9794,13647,44716,33154,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,322.5,-0.16424695286530103,11562,6.9331802196224785,-3853,-7.526017368836575,0.06202645434698857,0.22366793225544984,0.0,-0.005426356589147252,-0.024576675588794502
2005-04-19,75494,10986,17555,47447,33947,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,320.75,-0.17882215805229554,13500,2.7530755462113246,-6569,-3.858283376424127,0.04329557461237929,0.1786903051750114,-0.005426356589147252,0.06625097427903359,-0.032444360358700824
2005-04-26,64434,11059,10584,36513,31778,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,342.0,-0.07348604773877146,4735,-11.610194187617559,475,9.330542824595332,0.1918700853699609,0.32546319826271775,0.06625097427903359,-0.032163742690058506,-0.03798739263651328
2005-05-03,60516,11284,8464,32809,31775,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,331.0,-0.017086390376098885,1034,-5.74386193624484,2820,3.639382934475587,0.05739811718072588,0.11874620214705287,-0.032163742690058506,0.02114803625377637,-0.04347294296533731
2005-05-10,63220,12369,10583,34064,33717,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,338.0,-0.0054887693767795,347,-1.1352369621257188,1786,-1.7086390376098886,0.047166610111978285,0.13959567793656327,0.02114803625377637,-0.062130177514792884,-0.04954050914797736
2005-05-17,67629,12784,13136,37246,34871,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,317.0,-0.03511807065016487,2375,3.2078456184751665,-352,-3.3818411894969946,0.060124519877421415,0.11450617283950618,-0.062130177514792884,0.06388012618296535,-0.05449752591147494
2005-05-24,74401,16699,11509,39118,41899,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,337.25,0.03737852985846964,-2781,-7.623948306200003,5190,8.194709370240577,0.10985348753965217,0.1964690867838911,0.06388012618296535,0.0,-0.05809841315488024
2005-05-31,73768,17140,9564,39202,44557,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,337.25,0.0725924520117124,-5355,-3.459630918939262,7576,3.2069461431970003,0.032736780525077905,0.08934991012582384,0.0,-0.048925129725722716,-0.061140596640452655
2005-06-07,77011,16325,9421,39771,45286,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,320.75,0.07161314617392321,-5515,-0.21689621516104543,6904,-0.9109641036763908,0.015260354820884819,0.03720966363706984,-0.048925129725722716,0.001558846453624252,-0.06377439890012346
2005-06-14,82948,14324,11348,43320,44814,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,321.25,0.018011284178039252,-1494,5.221332017503992,2976,-5.100570048434639,0.045623709351669046,0.15300716734185105,0.001558846453624252,0.052918287937743225,-0.06602896295853945
2005-06-21,78917,17853,9380,40386,44983,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,338.25,0.05825107391309857,-4597,-3.740897911944833,8473,6.627043448907749,0.03634808888472396,0.2018506958469504,0.052918287937743225,-0.02512934220251295,-0.06681443315094494
2005-06-28,75480,18888,8051,38493,44539,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,329.75,0.08010068892421833,-6046,-1.8361062888857915,10837,2.9955522891138795,0.028145775122844205,0.08775381417276068,-0.02512934220251295,0.03260045489006824,-0.06591200065997277
2005-07-05,76322,20597,7137,36697,46160,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,340.5,0.1239878409894919,-9463,-4.527027027027027,13460,3.475092739798622,0.04123972627539013,0.09457705343621547,0.03260045489006824,-0.03377386196769461,-0.06337989756921883
2005-07-12,80454,19657,7032,42510,51520,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,329.0,0.11198945981554677,-9010,0.5935379051911638,12625,-1.0940488980896728,0.11882377964479421,0.03915470793210686,-0.03377386196769461,0.03875379939209722,-0.062073580373974355
2005-07-19,83964,21208,6664,45053,56984,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,341.75,0.14209661283407174,-11931,-3.630646083476272,14544,2.3852139110547643,0.07847153483540284,0.06885045924225029,0.03875379939209722,-0.012435991221653286,-0.06024810545571464
2005-07-26,85366,19917,7646,48287,59075,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,337.5,0.1263734976454326,-10788,1.3612976990138632,12271,-2.7071125720546902,0.04959855442335277,0.08246562420636361,-0.012435991221653286,0.020000000000000018,-0.05772870678417463
2005-08-02,90847,22561,7137,48639,61384,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,344.25,0.14029081862912368,-12745,-2.292481784316941,15424,3.6935079539863644,0.024185852049117003,0.1061687655734393,0.020000000000000018,-0.029048656499636838,-0.053394987662529814
2005-08-09,92305,21926,8480,48168,58266,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,334.25,0.10939819078056444,-10098,2.913690050304358,13446,-2.177287087080476,0.03372042768288329,0.06505295007564296,-0.029048656499636838,0.011219147344801783,-0.0495185199967488
2005-08-16,93719,23098,8379,50085,61269,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,338.0,0.11933546025885892,-11184,-1.1765343155842045,14719,1.379123557770435,0.04418341505469044,0.040442227658290184,0.011219147344801783,0.03624260355029585,-0.045235747325232646
2005-08-23,98164,28321,7495,49481,67921,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,350.25,0.1878489059125545,-18440,-7.742293451701363,20826,6.516288052582721,0.06180473927190337,0.17051038641947733,0.03624260355029585,-0.009279086366880795,-0.03918089893419663
2005-08-30,96340,27286,6674,49230,68230,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,347.0,0.19721818559269255,-19000,-0.5704739008190375,20612,-0.21800252638441792,0.004767580452920143,0.054652532391048295,-0.009279086366880795,-0.023054755043227626,-0.03281065086459381
2005-09-06,94432,23354,9250,49594,62459,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,339.0,0.13623559810233818,-12865,6.368071413742994,14104,-6.755241851774964,0.05475087681722042,0.19960741013372593,-0.023054755043227626,0.04277286135693226,-0.02766143406050795
2005-09-13,98300,28760,10267,47026,65431,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,353.5,0.18723296032553408,-18405,-5.8666553710606575,18493,4.647788885123687,0.04926327396249233,0.16457836882158505,0.04277286135693226,0.012729844413012836,-0.02226030592598271
2005-09-20,95001,34611,3359,34738,66837,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,358.0,0.3378806538878538,-32099,-13.930824008138352,31252,12.979654120040692,0.13481663795225204,0.3360284435080327,0.012729844413012836,0.02583798882681565,-0.01498055915702894
2005-09-27,101256,38862,3985,35934,71501,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,367.25,0.35125819704511335,-35567,-3.6504878896011625,34877,3.8157493079020224,0.05454460836785033,0.11382360491983103,0.02583798882681565,0.03199455411844787,-0.007700672816561564
2005-10-04,114813,45916,7790,41231,79390,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,379.0,0.33235783404318325,-38159,-2.559848305285613,38126,3.2086987437781467,0.1093176146773779,0.20219342345361785,0.03199455411844787,0.009894459102902431,0.00039435623162067945
2005-10-11,114928,47843,7901,41895,81119,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,382.75,0.34129193930112767,-39224,-0.9275953071516291,39942,1.5817024204576136,0.019453070382232915,0.036559988518943744,0.009894459102902431,-0.02547354670150226,0.009079061511176
2005-10-18,120791,54448,7459,45776,83756,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,373.0,0.3144273993923388,-37980,1.0824168174857303,46989,6.131665042461367,0.05031961214217336,0.11383203838015087,-0.02547354670150226,-0.007372654155495928,0.01614295101558447
2005-10-25,124652,52333,6732,51035,86219,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,370.25,0.28225780573115555,-35184,2.314741992366981,45601,-1.1490922336929075,0.056260655427164234,0.048116481842038435,-0.007372654155495928,-0.004051316677920358,0.023234306032670418
2005-11-01,126404,52487,6229,49469,86236,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,368.75,0.29086895984304295,-36767,-1.269935500433206,46258,0.5270673555177615,0.01166500865848716,0.011189454322501532,-0.004051316677920358,-0.010847457627118695,0.029753746915993994
2005-11-08,134039,49309,6090,55773,88986,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,364.75,0.24778609210752095,-33213,2.811619885446663,43219,-2.404196069744628,0.06254533396887241,0.05987472698063142,-0.010847457627118695,-0.010966415352981485,0.032731138146350466
2005-11-15,126660,47740,5335,51296,85593,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,360.75,0.27078004105479236,-34297,-0.8087198501928542,42405,-0.6072859391669589,0.05749183645143145,0.043787093735280266,-0.010966415352981485,-0.02564102564102566,0.03592302418160993
2005-11-22,123044,39012,8933,51332,79291,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,351.5,0.22722765839862163,-27959,5.00394757618822,30079,-9.731564819201012,0.04852131707279728,0.25708624465533425,-0.02564102564102566,0.02204836415362732,0.03995630827036377
2005-11-29,115737,36603,9212,49387,74140,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,359.25,0.2138728323699422,-24753,2.605571990507461,27391,-2.184584376320666,0.0574449310677018,0.0586707410236822,0.02204836415362732,0.010438413361169019,0.04671810225312935
2005-12-06,115401,39321,6133,47966,79148,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,363.0,0.27020563080042637,-31182,-5.554835532284404,33188,5.008769883442633,0.05057664773353053,0.12753553042636512,0.010438413361169019,-0.02754820936639113,0.055748067482962134
2005-12-13,120060,39855,9517,48820,79624,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,353.0,0.2565717141429285,-30804,0.3275534874047885,30338,-2.4696493097980086,0.010354707109713182,0.07935672040832861,-0.02754820936639113,0.06090651558073645,0.06438487987422245
2005-12-20,124358,41851,7840,49807,86416,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,374.5,0.29438395599800576,-36609,-4.835082458770615,34011,3.059303681492587,0.0571048941808652,0.07391680586021614,0.06090651558073645,0.030040053404539302,0.07331826803851138
2005-12-27,125103,44266,4059,49156,91628,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,385.75,0.3394962550858093,-42472,-4.714614258833368,40207,4.982389552742887,0.04164535742698034,0.12821520951888257,0.030040053404539302,0.012313674659753637,0.08322887355953802
2006-01-03,132679,50800,3712,48065,97837,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,390.5,0.37513095516245976,-49772,-5.835191801955189,47088,5.500267779349816,0.05003358418664583,0.1262290871734664,0.012313674659753637,-0.047375160051216336,0.09497717422475868
2006-01-10,128142,47905,4356,46694,93496,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,372.0,0.3652354419316071,-46802,2.2384853669382494,43549,-2.667339970907227,0.04074470361652044,0.06771780103710223,-0.047375160051216336,0.008736559139784994,0.10463754352085013
2006-01-17,131967,45659,5085,48859,93219,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,375.25,0.33614464222116136,-44360,1.9056983658753568,40574,-2.321643177100404,0.01718774194456566,0.058627620999527036,0.008736559139784994,0.027315123251165918,0.11342114811814856
2006-01-24,134228,45125,5343,49305,93559,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,385.5,0.3296927615698662,-44254,0.0803231110808005,39782,-0.6001500375093773,0.005501735916676,0.015693112467306015,0.027315123251165918,0.03112840466926059,0.12297556625944966
2006-01-31,140333,52449,4864,46665,94425,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,397.5,0.3403333499604512,-47760,-2.6119736567631193,47585,5.813243138540393,0.02484938691615281,0.1361471219444105,0.03112840466926059,0.03899371069182389,0.1345337507649334
2006-02-07,147559,57135,5071,46855,98376,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,413.0,0.3491552531529761,-51521,-2.6800538718619284,52064,3.1916940420286033,0.028513196218438213,0.07865800726618011,0.03899371069182389,0.0,0.1459273203443699
2006-02-14,145525,55314,7573,48689,97231,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,413.0,0.3335646796083147,-48542,2.018853475558929,47741,-2.9296755873921616,0.02041529605263158,0.06874234738499213,0.0,0.06537530266343827,0.1565025918163133
2006-02-21,149414,56571,8558,50114,98484,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,440.0,0.32373137724711204,-48370,0.11819275038653153,48013,0.18690946572753822,0.01802177687452052,0.03442398931351625,0.06537530266343827,-0.002272727272727315,0.16624200136445547
2006-02-28,134809,53875,7670,43876,90032,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,439.0,0.3423807015852057,-46156,1.4817888551273644,46205,-1.2100606368881095,0.10970218358873256,0.058233812657405154,-0.002272727272727315,-0.013667425968109326,0.17280214982778433
2006-03-07,131766,52312,6793,42725,87963,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,433.0,0.34332073524277884,-45238,0.6809634371592401,45519,-0.5088681022780378,0.02463883447600392,0.04128246341257085,-0.013667425968109326,-0.04387990762124716,0.17845580751086906
2006-03-14,129700,48275,5701,42864,83697,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,414.0,0.31482652274479567,-40833,3.3430475236403927,42574,-2.2350226917414204,0.034805350779466025,0.09502371424336742,-0.04387990762124716,0.007246376811594235,0.1832258812703988
2006-03-21,122391,43100,6018,42703,76221,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,417.0,0.2738600060461962,-33518,5.63993831919815,37082,-4.234387047031611,0.06421748343479869,0.11181237021051346,0.007246376811594235,-0.036570743405275774,0.1878137542204628
2006-03-28,113896,39844,7024,41181,70272,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,401.75,0.2554172227295076,-29091,3.6170960283027345,32820,-3.4822821939521695,0.06703274025822543,0.09093624647947426,-0.036570743405275774,0.03111387678904798,0.19235640470245421
2006-04-04,114156,41641,6272,38236,69985,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,414.25,0.2781194155366341,-31749,-2.333707944089345,35369,2.2380066025145746,0.02986481366832685,0.053200592741009745,0.03111387678904798,0.1152685576342789,0.19956319905436898
2006-04-11,130045,51928,8627,37480,79661,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,462.0,0.32435695336229764,-42181,-9.138372052279337,43301,6.948386418585094,0.08905507038526221,0.20876888778796135,0.1152685576342789,-0.02056277056277056,0.20895942802028436
2006-04-18,130064,50216,9391,38338,79149,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,452.5,0.31377629474720137,-40811,1.0534814871775156,40825,-1.9039563228113348,0.011660864606296867,0.041538745449359975,-0.02056277056277056,-0.02209944751381221,0.21843247518950545
2006-04-25,127467,50277,8036,36330,81913,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,442.5,0.35760628241034936,-45583,-3.668962972075286,42241,1.088694796407922,0.04035756873556997,0.024282749987138374,-0.02209944751381221,-0.009039548022598876,0.22672271230775778
2006-05-02,126907,49253,6683,36336,81694,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,438.5,0.35741133270820363,-45358,0.1765162748005366,42570,0.2581060195972291,0.0019062950097432855,0.042494994279176204,-0.009039548022598876,0.057582668187001085,0.23392459159784051
2006-05-09,132277,54923,7302,38436,88420,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,463.75,0.37787370442329354,-49984,-3.6451889966668505,47621,3.980079901029888,0.06957495112568582,0.10106870229007633,0.057582668187001085,0.04743935309973035,0.24129694686322653
2006-05-16,144220,58860,8673,40630,92312,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,485.75,0.35835529052835946,-51682,-1.283669874581371,50187,1.9398686090552402,0.04577936242872832,0.07859861104941288,0.04743935309973035,0.05404014410705105,0.24886374227050587
